topic,count
who was called the emir of rababa. mousa has a remarkable musical legacy especially in with the bedouin and traditional arabic music. in jordan,1
mousa was raised as a bedouin artist who was very attached to his own traditional environment and social community. the film tells the story about mousa and his music which were flying over the borders in the 20th century.,1
to feel that your own space in life strangles your soul,1
you try hard to evade but you never succeed,1
you keep searching for a way out,1
"and you end up with the inevitable decision ..”i have to leave.""

""when they decide to leave"" a film features the lives of four real people who tried committing suicide at a stage in their life. though the four characters do not know each other",1
honoured tradition of thought. mohammed arkoun’s work aims at overcoming the limitations of a purely descriptive,1
"modernist circles where he is considered a leading authority on contemporary islam.
 he does so by recommending that the entire development of muslim thought",1
husseini and her particular role in al,1
from the qur’anic worldview to the range of contemporary discourses,1
islam”. the film discussed their struggle story,1
we watch through several stages in this movie how media promoted polarization and hatred and disseminated it among the masses. we follow the change that happened when people were wrapped around one goal on mubarak's fall to bloody battles between the same people at almost the same streets. the film tells the story of screens participated in the killing. in egypt,1
bolts were not the only way of killing,1
but also the media industry,1
which has become in the years after the revolution of january,1
hatred industry,1
this documentary follows the lives of al jazeera correspondents in gaza strip from behind the camera. we live through their personal lives and their coverages of the israeli wars on gaza and other conflict areas in the region. the film also discusses the challenges facing their profession and their different loyalties towards certain factions.,1
this film shows the most important historical information about hebron such as,1
its population,1
"classification and the story behind the name"" hebron"".  the film also depicts the traditions and habits of the local people.

through the characters of the film the we will look closely to the real situation and will know more about hebron massacre. we show stories the struggle of the people against the zionist plans to control the whole land of hebron",1
and the rest of palestine.,1
following the sickness of 2000 american soldier with leishmahia during the war of afghanistan and iraq,1
the us ministry of defense,1
teva pharmaceutical and the pastor institute in tunisia have decided to conduct experiments on children in sidi bu zeid and by that breaking the tunisian law,1
documented biography of the most popular quran reciter in al,1
the poet and the calligrapher of the city,1
the documentary talks about mrs. hind al,1
& the rights lawyer “ahmed saif el,1
son of the last prime minster of royal egypt,1
helaly,1
the critical approach becomes a process.,1
be subjected to critical analysis,1
"an analysis that will engender a discussion as to how islamic studies and thought can be brought to the level of the fertile criticisms witnessed in european scholarship and historical development since the 17th century.
 arkoun propounded what he described as ""applied islamic studies"". this was an eclectic methodology that drew on social sciences",1
particularly anthropology,1
linguistics and other disciplines.  his scholarship remained chiefly text,1
based,1
"but he always insisted on placing the text within its historical context and treating it as a manifestation of the particular historical consciousness and moment that produced it. this approach proved particularly controversial in the arab and muslim worlds when he applied it to the qur'an. 

arkoun saw his project as one that goes beyond the confines of the field of islamic studies. he believed in a critical approach that was also self",1
critical and hence aware of its own limits. as such,1
this documentary is about the rituals practiced by issawi people in hunting snakes in morocco. we are going through the steps of the hunting process and the different ways of extracting the venom and how we feed snakes and tame them and make that a source of livelihood and celebrity,1
ahmed nabil el,1
"be selling them or use them in shows and presentations in hotels or what we call ""halqa""",1
the film talks about the massacre of the 17 october 1961 in paris against algerian civilans which took place in the context of the algerian war (1954,1
62). through an new documents which appears recently,1
the film will focus on the hidden details related to this massacre that shocked the world at that time which become one of the crucial episodes in the history of the algerian revolution,1
the rights work is a victory for the oppressed”,1
this is the main issue which the film discussed,1
by two stories of two men spent their age at rights work,1
the friend of the lebanese bourgeoisie,1
the leader of the palestinian fidais,1
and the arch,1
academy,1
* the hunter: travelers who come from every corner of the earth for this purpose,1
* the guide: a group of families,1
local residents,1
living in hunting points around the lakes in fayoum,1
who offer help for the hunter and provide him with all required needs and * the travel: the hunting travel.,1
hassan is a simple egyptian citizen who loves traveling. this film follows his trip across the european continent,1
from its south,1
passing by its east and west to reach the furthest point north of europe on a very limited budget,1
2000usd for the whole month. our film is an invitation to see europe,1
and interact with the other on a personal and humanitarian level,1
it is an insider's look onto the citizens of europe with all their differences and similarities. while hassan's journey is also a guide for nomadic wandering under a shoestring budget,1
away from cliched touristic trips.,1
the al,1
aima and al,1
khutaba'a schools in turkey are considered to be among the remarkable educational incubators that have built important leaders throughout the latest 80 years. among those leaders graduated some statesmen like the current president of turkey rajab taiyb erdogan,1
and the previous president,1
and many others who held positions in politics,1
stories throughout the film which talk about * hunting: flocks of migratory birds,1
and the second is of the people who like hunting and run behind these birds. we go through sub,1
the film narrates the story of two parallel travels to the oasis of fayoum which came across one another. the first is the travel of migratory birds,1
religious rites,1
it monitor the evolution of his character,1
and his affected by the   around  events also his  impact on it,1
and highlights the features of the last years of the ottoman empire,1
"and the mechanism that turned the sultanate to the ""republic""",1
and highlighted the administrative and political   changes during this period,1
it also discusses the most prominent issues related to the transition of the sultanate,1
succession to the republic: change the capital,1
letters of typing  .. film draws its basic lines of the turkish experience of secularism,1
countries from parts of their own history.,1
it also painting  full image  of the political geography of this period due to it relate to turkey,1
and its impact and  relationship with the arab region,1
.this film aims at shading some light at the forbidden practices and at determining who is responsible for abandoning the cultural tunisian heritage. this millennial wealth is left on its own without either scientific excavation methods,1
"or appropriate legislation organizing the way to deal with the inestimable archeological pieces sitting in the storages of the tunisian institute of  archeology or in the tunisian museums.
as a consequence of this non",1
challence in dealing with such a serious matter,1
archeological trafficking becomes easier and is practiced either by amateurs or by professionals using sophisticated networks to steal precious and rare archeological pieces depriving,1
in the process,1
diplomacy,1
economy,1
life of those leaders who make changes in history does not begin with  their birth and nor end with their deaths. this documentary tells the story of mustafa kemal ataturk,1
society and other domains. the film addresses the foundation of the schools,1
it was discovered that at least 6,1
000 students died due to the horrible conditions. the film will be shot in the states of ontario,1
ottawa and quebec in locations where large concentrations of these residential schools existed and where aboriginal communities’ lie we aim to capture the complexity of the current reconciliation by focusing on various characters involved in this process. the film comes at a pivotal time in the history of canada where the country is struggling to come to terms with a violent part of its past,1
still not entirely known.,1
mohamed abdel wahab mohammed morsi famous bam in helmiya in cairo man in his late fifties,1
old saxophonist,1
his passion and his love machine saxophone make it wanders through the streets of the helmiya  musicians sad voice,1
"which resembles the sound of machine saxophone.
muhammad was playing in military teams and participated in many concerts in the arab and european countries",1
but he ended the case that playing on the sidewalk subway helmiya  station,1
sing i'm waiting for you milliyet,1
is waiting for his children ask him,1
"waiting to hear him passers and give him a little money
with the second hour at noon to attend ten days of his room in a small narrow lane in the rain",1
fed area taking the tram as a means of transport and upon arrival to the helmiya area  sat on the ground with a cloth and begins playing the saxophone singing machine,1
how a simple sentence could change a human life,1
"""raqqi el habib""",1
her hand were shivering while she was squeezing a tear from her eyes without weeping,1
because she has lost her ability to weep,1
a truth and reconciliation commission was set up to reveal the crimes of abuse in these institutions and to the shock of canadian society,1
revealing accounts of physical and mental torture experienced in these schools. between 2008 and 2015,1
"and discovering
details disclosed assassination israeli unit kideon. the film trying to investigate around some arab and foreign parties who might be involved in the assassination.",1
that caused the disappearance of the middle class.,1
and discusses how these schools became very central in the political struggle along turkey in the 20th century.,1
a social political documentary film,1
shows the history of the egyptian pound,1
how its rise and fall was affected with the great events in the egyptian history,1
its relation with the life of the egyptian citizen,1
the appearance of different social classes,1
and how the value of the egyptian pound has declined as a result of some economies political decisions,1
“road to dakar” is a long journey with trucks drivers from agadir in morocco to dakar in senegal. it’s a fascinating  trip where we discover the characteristics of the itinerary,1
the film will experience the circumstances surrounding the assassination of the founder of islamic jihad leader fathi shakaki in malta,1
the daily life of the drivers,1
in addition to the obstacles faced by them such as the rough desert roads,1
the technical problems and the harassments of the check points  and borders,1
we witness the rituals of fasting and festive celebrations. unveiling controversial truths surrounding religions,1
this documentary delves into the spirituality of fasting. religious leaders in iraq shed light on its essence while visits to prominent places of worship and discussions with scholars deepen our understanding of fasting's influence on iraqi society. through personal encounters with families practicing different faiths,1
holds significance across diverse human societies. exploring its purpose and historical manifestations,1
keswa is a covering of holy kaaba. it is one of the most important aspects of reverence and respect to the house of alah . it is linked to the history of muslim artists who excelled in the fabric industry to have the honor of making this piece of black silk with quran verses carved on it. ‘keswa' is replaced every year with a new one on the morning of arafat. verses from the koran taxi by the holy kaaba is changed every year during the pilgrimage season,1
and his appearance on the ottomanian military arena then in turkish political,1
"arts and folklore. 
we move around with the farmers between their villages and farms and live with them during the multiple stages of farming operations and go to their local and outlying markets to learn about the world of the arabic gum.",1
enemy of the mossad,1
“god,1
the film tells the story of the palestinian traditional song. its forms,1
and connection with the people. how this song can be a treasure of ancient stories and traditions of the palestinian area,1
the biography of an artist who succeeded to form the conscience of people and affect the taste of his nation.,1
"multi talents with no luck "" .. well known egyptian say describe the one who has lots of talents but he got nothing except being a hard worker in society.
the film tells stories of individuals that have artistic talents but they their career is away from their talents.",1
“birds breeders ” is a warm film,1
with four exceptional bird breeders at its heart:  bissas,1
abdelilah,1
chargui and hassan.  their blind devotion for their favorite bird may goes up to a change in behavior and relationship with their entourage. through the daily lives of our characters,1
this film will provide a unique window into the intimate world of “bird breeders” in the city of casablanca.,1
"drown villages a documentary film about “ don baba dibi island “ 
the film witness how the community  in this area  struggle against the extremes weather and of the rising waters of the atlantic ocean and the senegal river.
the film’s narrative unfolds through a series of storylines.",1
captured by my partner and co,1
our conversation,1
where he had worked at a winery for twenty years. my purpose was to address the violence he inflicted on me and my sisters during our upbringing. however,1
i visited my father in northern italy,1
in august 2018,1
an oppressed palestinian from 48,1
become submissive subservience citizen,1
and the movie follows the story of every young man and recognize the beginnings with support and his relationship with his club and the change in his culture and his life because of it,1
a fan of juventus from qatar,1
a fan of barcelona from morocco,1
humiliation,1
toxic masculinity and abuse,1
built by patriarchy,1
in the larger society. it creates a portrait of a family coming together to change its own structure,1
just as violence does,1
tata starts in one home and extends,1
moldova and romania,1
and physical abuse from his italian employer. we equipped him with a hidden camera to expose the mistreatment. filmed in italy,1
revealed that he had been enduring years of underpayment,1
a fan of liverpool from egypt,1
director radu ciorniciuc,1
"the one shot”.
8 o'clock in the morning",1
every friday for the last fifteen years,1
"a group of people gather in one of cairo’s neighborhoods. this group of people is called “the one shot”.
they are a group of artists seeking to assist newly talented people in developing and improving their artistic skills",1
"mainly drawing
in this film we will be introduced to different stories that relate to the main characters who are genuine in their artistic style",1
"and we will review the importance of “the shot” and its impact on their professional and personal life.
we will also review the nature of the relationships they have with each other which a characteristic that makes “the shot” distinguish themselves from other artistic groups in egypt",1
the movie presents the story of three arab fans of european football,1
"believing the state of israel is his state although it's establishment
was through the destruction and killing of his home and people .",1
homeland,1
"cosmetics and other vital uses. it is the basis of many major industries whom earn higher profit from it. while the ones who collect the raw product hardly earn any profit.
       hundreds of thousands of sudanese families rely on it as a source of income and an essential part in the formation of the elements of their livelihood and their environment. it has become a prime part in their economic and social life and the inspiration of their literature",1
family”,1
rashid karame,1
to an extent,1
omar karame,1
all of which transcended the boundaries of their parties.,1
this episode focuses on the skaff family. this film documents the skaff family journey towards leadership through transformations in lebanon and the region,1
for the past five centuries down to our present.,1
in the middle of the mountainous north of morocco,1
thousands of young men leave for europe,1
legally or illegally,1
in search of a better future. khalid harras is one of ​those youth who left with dreams of prosperity. now,1
he is returning to his hometown of chefchaouen,1
by choice,1
to start a difficult journey in order to restart a life in a tough environment.​,1
the film follows the stories of a group of arab students in different american universities. through their daily routine we approach their challenges and the efforts they do to survive their tough life that divided between study and living. success seems hard so we are trying to know if they could manage it.,1
arabic gum is a wild plant that grows only in the geographical belt that bears the same name. sudan provides about 80% of its global production. it is a widely used crop,1
especially in food,1
pharmaceutical industries,1
the party has failed to keep up with the individual family leaders such as abdel hamid karame,1
is a political party in its own right,1
established political legacy across all religious factions,1
prompted by the developing political events in lebanon. in the light of the assassination of the late pm,1
which is also a part of “political houses” or “boyout siyasiyya” series addressing the role of political families in lebanon,1
shows the beginnings and role of the gemayel family in achieving a noticeable presence on the lebanese political scene despite an absence of feudalism roots. the gemayel family has formed the phalanges or “kataeb” party and gave two presidents in addition to ministers and members of the parliament. in spite of all the changes which took place in lebanon,1
itstill plays a key role present through a new generation of politicians bringing to mind the legacy of the family in their political and party roles.,1
part of the 'political houses' documentary series examining the role of political families in lebanon,1
"this episode focuses on the asaad family.
they were an extremely influential authority in the south of lebanon",1
even potentially the only power in the area for decades,1
but their presence waned until more recently,1
rafic hariri,1
similar to others with a well,1
and the shift in the political environment,1
the heirs of the asaad family found the timing opportune to resurface on the political scene with big ambitions. however,1
this might prove difficult given the difference in the family members mix,1
and the powerful opposition they could present makes them a foe that is not to be underestimated. this said,1
nothing is impossible in politics.,1
this film serves as a spiritual message fostering peace and coexistence among communities,1
this episode focuses on the karame family. while the karame family,1
university professors,1
the jordanian officer,1
and local residents have decided to get involved in this long and complex path that they achieved successes in. will they continue the success in all cases? or will difficulties impede the path?,1
"my buddy

nass el ghiwane""",1
* font definitions *,1
@font,1
"then moved to the institute of fine arts. 

the committee accepted him based on his works",1
"family:""cambria math""",1
and the iraqi maqam. he learned engineering and architectural drawing,1
muhammad ghani hikmat was born in baghdad in 1929. he began drawing with chalk on the walls and forming models from the clay of the tigris river and dough that his mother prepared for the holidays. then he learned plaster and molded it into molds while he was in school. he loved music,1
1:2 4 5 3 5 4 6 3 2 4,1
they all have professional singing voices.,1
meaning in addition to their skill in playing music,1
and the youngest musician and singer is only 12 years old. it is the first band of its kind whose members play and sing at the same time,1
which initially included 30 female musicians until the number increased to 47. “sumariat” includes different ages and generations,1
family:roman,1
female band,1
so he announced his intention to establish an all,1
536870145 1107305727 0 0 415 0,1
} @font,1
family:nanumgothic,1
"named ""the rolling stones of africa"" by martin scorsese... they were singing for the disadvantaged and the poor throughout the arab world. 

  <!",1
"and how it was composed... the secret of its success ... then the details of the case of piracy by ""boney m."" and its result ...",1
happiness and sorrow,1
"but the case was quickly brought to court ...

we follow how the idea of ​​the song came out",1
"a hit song in the 50s & 60s which popularity went beyond tunisian borders to become one of the most popular tunisian songs in the arab world that youth and elderly still enjoy to this day.           
ali warda",1
tunisian populist singer and “zokra” musician used to live in al ataya in kerkennah island used to have a limp neighbor called hamouda who played the drum. hamouda used to show up at any given time at ali’s and used to overstay his welcome,1
he was however very friendly,1
fun and light,1
hearted. this triggered ali to make this song to amicably make a point.,1
mohamed jamoussi’s visit to france then europe lasted over a decade from a what should have been only a brief visit. this long stay abroad hurt him very much so he composed the song “the scent of my country” which he followed by returning to tunisia in 1946.,1
and he joined the modern art group and showed his exhibitions one by one. then he moved to rome to continue his studies at the art academy. he traveled to several european countries and was influenced by european art. after his return to iraq,1
"an episode of the series ""hikaya” (tale) that tells the story of the song “ya lmaima ma tibkeesh” (don’t cry for yor son).  it is a song performed by shab bella when he eulogized his late artist",1
friend shab hosny,1
who was assassinated in the year 1994.   we will learn about the song,1
its lyrics,1
and the events behind the words.,1
"my long night

migri brothers",1
is a moroccan music group that includes four brothers.. in the sixties,1
"they managed to create a youthful musical form that reflects the hopes of a generation for freedom and openness ...

younes migri",1
the youngest member of the group,1
"was able to reach world fame through his song ""laili taweel"". “laili tweel” will be internationally acclaimed when boney m. plagiarized its melodies in their song “children of paradise”... boney m. thought the arabs were not aware of copyright issues",1
1:2 11 6 4 2 2 2 2 2 4,1
"alt:""malgun gothic""",1
family:auto,1
1610611985 1073750139 0 0,1
} .msochpdefault {mso,1
type:export,1
the shops and restaurants reopened. tunisians became owners and locals in the casbah,1
default,1
props:yes,1
which led to the reconstruction of the casbah. the streets and squares became clean and safe,1
bidi,1
} @page wordsection1 {size:612.0pt 792.0pt,1
margin:70.85pt 70.85pt 70.85pt 70.85pt,1
header,1
"the ""recovery and enhancement of the historic center of mazara del vallo '' project was established",1
footer,1
which at that time was still abandoned. in 2001,1
found a place only in the kasbah,1
paper,1
source:0,1
} div.wordsection1 {page:wordsection1,1
additionally many families decided to return to live in the casbah. by that time the adhan,1
was introduced in the city of mazara del vallo and sparked some controversy among residents and local authorities,1
"but the city sought to promote peaceful coexistence among the different
communities",1
qformat:yes,1
1 0,1
* style definitions *,1
p.msonormal,1
li.msonormal,1
div.msonormal {mso,1
maestro alaa majeed noticed the presence of many distinguished female musicians without care or interest in their talents and energies,1
unhide:no,1
"parent:""""",1
serif,1
margin:0cm,1
margin,1
bottom:.0001pt,1
pagination:widow,1
orphan,1
size:12.0pt,1
after his return to iraq after years of exile,1
"good and bad times. she used to visit him in jail and bring him food.

 it's said that the prison director noticed her and was trying to lure her away from her emprisoned husband whose sentence is long and rather enagage with him. the prison's director persistance paid off at the end: the wife stopped visiting her husband and started a relationship with  the director which made the husband very sad",1
they shared everything together,1
by coincidence,1
considering the connection of their livelihood and trade to that competition.,1
"founded in 1920 by palestinian settlers to represent their community. 
through it’s more than 100 years of history",1
football club located in santiago chile,1
simon shaheen,1
a palestinian american,1
is one of the most significant arab musicians,1
and composers of his generation. he is also a professor at the berklee college of music in boston,1
one of the most renowned music schools in the world. the film follows simon as he goes to palestine to discover young palestinian musical talents and enroll them at the berklee college of music.,1
000 miles is a documentary about club deportivo palestino,1
zawiya.,1
asker in ending in tripoli prison and the mock trial that was fabricated for him only to be executed a few months later in the city of al,1
who led the armed resistance against the italians in the libyan western mountain. it sheds light on the most prominent battles that he led against italian occupation and his adhesion with the tunisian freedom fighters  in many battles against the french in tunisia. the documentary concludes with bin,1
askar,1
this film attempts to document the journey of the libyan mujahid (freedom fighter): khalifa bin,1
tawfiq,1
a tunisian ex,1
warrior who fought with the bosnian army during the war against the serbs. twenty years aftermath the war,1
tawfiq finds that his life has been traumatized by the departure of his bosnian wife to her homeland. leaving him alone to be responsible for their three daughters. she realized the impossibility of living with him after he spent six years in prison on charges of terrorism. tawfiq,1
the club has been able to compete in chile’s most competitive league,1
and some craftsmen and traders,1
the story goes that a man whose wife was very beautiful was sentenced to prison  . they were very much in love,1
as well as researchers who analyse the phenomenon and its reflections,1
"latino street music  .

by each of their  various individual  human stories they share",1
they promoting peace,1
their mission and adventure  and to persue their goal by travelling to brazil and deliver their peaceful  messages  .,1
the film discusses a historical case related to a moral crime that has been ignored by the algerians since the french civil status act was passed by france in 1882. as a result,1
the algerians bore ugly titles that have been bitter to this day.,1
the capital derby between al,1
qadisiya and al,1
arabi as a social and cultural phenomenon through the exposure of  the history of competition and clubs,1
its main milestones,1
symbols,1
popular reactions and aspects of its distinction in kuwait from other places around the world and the various political,1
and economic and sports aspects that interact with the phenomenon. the characters concerned are multi,1
layered and the subject matter of the film where we find the players,1
coaches,1
referees,1
winning championships and participating in international cups. the documentary deals with the subject of how it’s possible that a sports team so far away has been able to develop within a football zone as competitive as south america,1
commentators,1
the father,1
lives in a daily conflict between his assumed role as a father who tries to provide a livelihood for his daughters,1
and his constant obsession with the revenge of the authority that he believed it,1
the film traces the life of two long sentenced prisoners who find in their pieces of art a feeling of freedom,1
to make personal exhibitions,1
through his workshop,1
he began,1
during the movie mohammad barakat y that lived in  the singer fe singer uced by the song producer also talks about the conditions of production and how it was the first successful ramadan songs to the orphanage.,1
during the movie mohammad barakat   that lived in  the singer fe singer uced by  the song producer also talks about the conditions of production and how it was the first successful ramadan songs to the orphanage.,1
the film introduces us to the backstage of the song wahwa ya wahwa that it’s date goes back to the end of the 30s,1
through tarek al shenawi that talked about the circumstances of it’s production and recording,1
and the artist hiyam yunes that talked about the details of her participating in the movie qalbi ala waladi the day she was a child and how she sang this song that day.as for the guest wahiba saleh she talked about the origin of the w) (wahawi) in the egyptian civilization,1
this movie introduces to the story of the song “ramadan jana”,1
this song is still till today repeated during the month of ramadan in all arab countries. the movie hosts the journalist ahmad al samahi in al ahram newspaper that talked about the funny song and how ahmad abed el kader gave it away to mohammad abed el matleb for seven g. he also hosted the film director yesri ghraba who shot this song to the television,1
he talked about the circumstances of filming it,1
but abed el matleb’s daughter talked about the importance of this song and stories that revolved around it.,1
the film deals with the story of one of the most famous omani songs of the artist mohammad al,1
maqimi  the mouse and al,1
snour,1
one of the omani song and whose artworks are still engraved in the memory of many.. and the song has a realistic funny story he wrote while he returned to his hometown after years of emigration,1
and when the mouse ate,1
which was the first in the history of modern iraq,1
"and he was the first teacher at the sculpture institute in the history of iraq as well. 

he was the first arab muslim to work in carving church doors. he depicted the suffering of iraq and its siege in sculptures. he returned after the war to form a committee to recover the looted history and heritage of iraq and some of its stolen pieces.",1
and their sacrifice for the sake of their love.,1
the family confronts their own aspirations: have they actually arrived where they want to be? global family is a twistful documentary about a transnational family drama,1
"the film tells the story of ""the circumciser"" and his travels between the mountainous villages. we capture his preparations and preparations of simple families for the circumcision ceremony",1
"their traditions and customs at such events.
the film’s camera accompanies the hero of the film since fajr (dawn) prayer and keeps abreast of the details of his life and everything related to his profession",1
escorting him in his worn,1
out car or on his mule that cuts off the rough tracks. we watch the customs and traditions of the tribes of the region in the circumcision ceremonies and the symbolic event in the small village,1
yasmin has lived an almost normal life as a german ever since she was three years old. the family fled from somalia during the civil war and now lives scattered around the globe. when yasmin’s grandmother no longer wants to stay in her ethiopian exile,1
a transnational family drama evolves,1
circling around the essential question: where is granny to live? and suddenly,1
in which four generations of a refugee family each pursue their own dreams of family,1
the episode tells the story a dialogue that happened between the lovers encountering those who were against their marriage,1
home,1
and future.,1
“wahdon” a song  that raises questions about its source of inspiration… was it written to honor the courage of three fedayeen or has it a completely different story? this documentary tells it all.,1
documentary sheds the light on the birth of “saaloni el nas” song performed by fairuz in 1973,1
a song dedicated to her husband assi after a severe stroke that almost ended his life and jeopardized the heritage of rahbani legacy.,1
we tell the story of a poem,1
in which its letters got more grace with beautiful tunes to form one of the most important production of both the poet mhmoud darwish and the singer artist marcel khalifa,1
">    

  the group's members did not expect the song ""oh buddy "" to resonate all over the world. martin scorsese was impressed when he discovered",1
this song in ahmad al,1
after the 6,1
whoever is more aware,1
is determined by how much he,1
she believes in themselves.,1
"he is one of the founders of the national movement
he is a unionist who founded the first arab and african union.
but tunisian history will remind him that he is the man who spoke of bold reforms for the benefit of tunisian women before the tunisian family law came into force. this cost him accusations of apostasy and heresy. he died alone in his thirties.
he is tahar haddad",1
the reformer who fought colonialism,1
capital and the traditions of society together.,1
a film that tells the story of religious singing groups in several religious schools in bosnia and albania. we will explore several key attributes of these schools,1
and their most famous songs as the presentation combines music,1
and lyrics.,1
"a historical film documenting the historical history of sinai and the gaza strip since the beginning of 1948 when the palestinians left after the nakba towards  sinai and the beginning of egyptian rule for sinai and gaza in one country where all the rights and duties are equal.

we meet with diverse personalities who have lived through this period telling us stories that have never been revealed to us about the nature of social",1
economic and political life between sinai and gaza until the setback in 1967 and the beginning of the israeli occupation of sinai and the strip,1
leading up to the october war,1
the signing of camp david and the  exit of  israel from sinai and the construction of a separation wall between sinai and gaza which is a barrier between two peoples who have lived for years in one homeland.,1
the film tells the story of sheikh mohamed al khader hussein who was born in the city of nafta,1
tunisia in 1876. descending from algerian origins,1
his family was best known for science and literature. sheikh hussein has studied in al,1
zaytuna mosque and had a rich journey full of scientific activities,1
included teaching,1
she was more responsible.  the value of a human being,1
"or what he calls ""human and social intelligence"" and warns against them being taken away.  this is what he calls snubbing (he actually says: to make a jackass of).  therefore",1
may be i would die while drawing,1
about 1,1
"i am always searching for the beauty” eshref armagan.
this film follows this journey of the blind artist eshref armagan which started more than 50 years ago",1
while searching for beauty around him,1
"and transferring it by his imagination into paints composed his own world.
then we will start with him a new journey aiming to give all what he got from experience during his life to the talented blind children.",1
in 1967,1
during the israeli aggression on egypt,1
a number of ships were passing through the suez canal. however,1
a decision to close the navigation of the canal led to the detention of 16 cargo ships. those ships spent more than 8 years with their crews until they returned to their countries after the longest cruise in history.,1
ruqaya al zahwani,1
a woman over 52 years old,1
is a member of sidi abed,1
a suburb of el jadida,1
a coastal area based on marine fishing and the  collection  of algae used in the manufacture of cosmetics and medical materials .like her peers,1
she did not get the school,1
"and since her youth she saw her father practice this craft so that he saw his tiredness and illness as a result of practicing this profession. in order to help her family she followed her father's craft from the age of 16 .

she was the first woman to dive in search of algae before being followed by others. ""sea woman"" does not tire and still wants to dive until her  last day as she took it upon herself to teach young women who want to learn this craft assets divi",1
ali shareeati is an intellectual who stands against tyranny.  the tyranny of ignorance,1
300 buildings had to be demolished. to help those who suffered irreparable damage to their homes,1
and politics.  he is a revolutionary intellectual who bases his arguments on self,1
books writing,1
