topic,count
the bridegroom meets with the bride and they together stick the dough since it is the custom. at that point,1
"they invite the relatives as they may spread the news and tell that this couple got married. 
among the most prominent customs and traditions of the druze in marriage",1
for example,1
is the dowry that consists of one dinar immediately paid,1
five hundred dinars value paid against gold jewelry,1
and a thousand dinars,1
deferred or postponed. this act has been agreed upon by the druze,1
whatever was the status of the bride's family or the groom's family. those who do not comply with the contents of this act are subject to social boycott.,1
the film takes us in tour around the historic city of luxor where we follow the main character around,1
who is one of luxor’s residents,1
to discover the most amazing historical sites and old traditions. the start will be from the gate of thebes,1
then we’ll move between the eastern and western banks of the nile. from the luxor temple,1
we’ll pass by the valley of the kings,1
the monastery of the sea and the karnak temple. we will then move to the islamic era and get acquainted with the famous handmade crafts of luxor. we will even visit the most popular cafes that tourists go to,1
"a film about the city of sawakin and its ancient landmarks.
a citizen of the old city tells its story and introduces us to its most important cultural landmarks.",1
the groom's relatives depart to the bride's house to accompany her,1
delving into the secrets of those appearing simple details but are a necessity in shawiya,1
"treated in two parallel lines.

the life story of growing up and shows the human side of his relations",1
drawing from the preparations of the bride's family to the last moment of their wedding,1
wired camp walls,1
capturing the resilient shift from childhood to adolescence,1
along with many states of adapting and survival in between,1
leading up to the eventual clash that threatens their fate.,1
a woman from darfur,1
affected by the war in darfur,1
was displaced by her family and grew up in a refugee camp. she fosted with great force and determination because of the circumstances in which she lived. she worked with her aunt in chopping and making coal until she collected enough money to complete her education and then return to her village,1
the film deals with the life of the militant lazhar shrayti and his struggle against the  colonizer which caused the french colonialism heavy. the film is also exposed to aspects of his life as a unionist and volunteer in the palestinian revolution and his political relationship with president habib bourguiba between the support and the boycott that led him to participate in the attempted putsch in 1962 until his execution in 1963.,1
this documentary examines the wedding ceremony of the shawiya people,1
focusing on their very special customs and traditions derived from the heritage of popular shawiya,1
some of which are closer to the rituals of joy and glory,1
and others derived from the algerian revolution. the film features all the details of the bride's wedding ceremony,1
from traditional music,1
and sparked controversy after his death after his fans mourned him and that he made a generation of young people read.,1
folk dancing and gunpowder to traditional food,1
costumes and jewelry. the film also highlights the fact that some of the shawiya folk heritage is based on ancient legends that are still preserved. from one of the shawiya villages,1
the documentary highlights the aspects of celebrating their weddings,1
this documentary revolves around the story of a historical revolution,1
the ifni war,1
"was a series of armed incursions into spanish west africa by moroccan insurgents that began in october 1957 and culminated with the abortive siege of sidi ifni. 

the war",1
which may be seen as part of the general movement of decolonization that swept africa throughout the later half of the 20th century,1
the more you dig in its ground the more ruins you will find. it has the largest private library in the middle east and its old market is still expending and still considered the hub of the city,1
the market is neighboring baalbek’s temple that held many of um kulthum’s concerts and several legendary artists after her.,1
the camera travels through one of the charming southern libyan cities (ghat) and then focuses on the traditional wedding ceremony by photographing and keeping up with the wedding of a young man in the village and touring with him and accompanying him in all stages of the wedding and the traditions and traditions,1
"the film ""abdul razzaq al",1
"sanhoury"" is the journey of sanhuri in the world of law. in addition to his personal life and his work as a judge and president of the egyptian council of state",1
and he is famous for his articles after the egyptian revolution,1
and his intersection with important political events that took place in egypt during the 20th century,1
from the revolution of 1919 until the republic era,1
"the documentary film : "" marrakech... city stories""",1
is a film based on different  narration types of several characters who know  by heart this city historically,1
geographically and even its demography and economy. we focused on  researching of what made this city a world heritage.,1
ahmed zaghloul barber of donkeys and horses and the beasts of the field in a village in the province of almonofiya,1
works in the profession nearly 40 years and he inherited from his father,1
surnamed in the village (retribution),1
the children's uncle ahmed him to feel embarrassed because of the work of his father,1
they do not receive any social acceptance and be article ridiculous,1
uncle ahmed that does not want to inherit his sons his career as well as they are on their way to extinction,1
"until it was declared an arabic city by the islamic conquest.

it has survived the various political turmoil of the region to become home for people from different sectors and backgrounds.

the historical city of baalbek holds in each of its layers a historical period",1
it sits on ruins from different civilizations that settled in the city over the years,1
baalbek holds the greatest roman sites in the world,1
and his influence extended across the entire arab world,1
was conducted primarily by elements of the moroccan army of liberation which,1
no longer tied down in conflicts with the french,1
committed a significant portion of its resources and manpower to the capture of spanish possessions.,1
as he cooperated with arab writers in kuwait,1
the concepts of marriage and its customs vary among societies. this is due to the difference in cultural. jordanian society,1
like other societies,1
contains different class,1
"even between villages in the same city.
at the jordanian bedouin wedding",1
"the legendary place of fairuz’s concerts. 

today",1
we will demonstrate the social tradition that demonstrates the unity and solidarity of the members of the bedouin,1
as well as the pride of the bedouins in their traditions,1
a pride that the community incites in order to preserve its cohesion and unity. we will focus on the stages of the wedding and rituals that have been transmitted generation after generation and become a collective behavior repeated and inherited with its meanings and ideas,1
many palestinian families still adhere to the palestinian heritage and bedouin customs and traditions in establishing weddings and performing their rituals,1
whi,1
baalbek,1
the city of the sun,1
the director follows her characters’ lives within barb,1
jordan. over four years,1
spirited young girl and her family must navigate confined life when stranded in zaatari refugee camp,1
and how the theater can be a safe space for every person to express his story and communicate with others,1
tensions,1
"demonstrations and deadly confrontations that ended in hundreds of victims.    
tunisia has just been through its worst crisis since independence. the tension opposing the state party to the ugtt",1
the country’s main workers union,1
turned into direct confrontation,1
which culminated on january 26th 1978,1
"the day chosen by the union to decree a general strike for the first time in the history of the country.   
more than 500 killed in one day. that january 26th was baptised “black thursday” and remains to date the bloodiest episode in the history of contemporary tunisia.  even the jasmine revolution did not cause as many deaths.   
this film will try to show how the unexpected exploits of a national football team were harnessed to political ends at a time when the regime in place was going through its worst crisis since independence.",1
in the golden era of egyptian cinema industry between the 40’s until the 60’s,1
many comedians did rise to become first class stars and achieved the highest levels of glory and popularity. and although the lives of movie stars is always portrayed as rich,1
luxurious,1
joyful and with zero problems,1
in our case reality proved otherwise. it was a common phenomenon that comedians of that era die in poverty and misery,1
and that’s where we will start digging to know how and why,1
the interactive theater,1
especially the play back theater,1
sneaks to the cultural,1
artistic and social life in lebanon. here when the stage becomes a safe space the audience use it to tell their stories to a group of actors,1
professional and trainees actors,1
brandished flags and scenes of national communion hide a year of severe conflict,1
the smiles,1
"this small north african country succeeds in upsetting the hierarchy of african football at the time.    
the players are considered as heroes of the nation on their return home. scenes of popular jubilation take place all over the country. the people are overwhelmed with joy and one expression keeps coming back to everyone’s lips: “the epic of argentina”!    
nonetheless",1
their fate has been shattered,1
his views and his way of life characterized,1
showing the great love story between him and singer warda up to the murder accident which done in his house which forced him to leave egypt and go away to paris. the second line in the story is a school musical and artistic style of him through a dozen tunes,1
stared with  umm kulthum  up to young singer like mohamed mounir,1
"mohamed alhewle.

reading and analysis of the most important composer baligh hamdi with top singers in chronological order expresses complete control of him on egyptian and arab consciousness larger period of 50 years.",1
the film tells the stories of four lebanese women who had their guns and fought in fierce battles during the lebanese war. these women have long believed that war is a win,1
win game and will struggle with the world's efforts. but the results have written a different history,1
and their hopes have been shattered,1
and the hoax of the past has been revealed. as a result,1
tunisia makes a resounding entry on the international football scene. after a heroic qualifying journey,1
they have turned their lives upside down and become warriors for peace.,1
june 1978,1
all eyes are riveted on the football world cup,1
which is taking place in argentina. the entire world is witness to the first victory of an african country in a world cup match ever. tunisia,1
the only representative of africa,1
has just beaten mexico by 3 goals to 1. many see this as an historical moment for the black continent,1
"others discover a country they had never heard about.    
in any case",1
"who react these stories to reflect the human experiences on its complicated and beautiful feelings.
in this documentary we go into the backstage “play back theater” to discover this new kind of theater in the arab world",1
this film is about the charitable activities of direct aid association and its departing founder dr. abdul rahman al,1
a free,1
sumait. the film presents the founding story of this association,1
inherited from the romans,1
the islamic conquest,1
the andalusian civilization,1
and the al,1
zayani state,1
all of which left historical monuments,1
"customs and traditions that remain to this day.
through some personalities of the city and real scenes",1
and through archaeological and historical sites and shops and houses,1
we shall give our audiences an intellectual,1
"cultural and even the political authentic past of the beautiful city.
throughout all these historical details",1
we highlight to the viewers those ancient customs and culture that were left to the inhabitants of tlemcen,1
exemplifying whether in folk dishes,1
dialect,1
and the many rituals,1
historical and also touristic sites. in this documentary,1
our guests tell their stories both in a way that combines between spontaneity and historical narrative.,1
after escaping the syrian war,1
dating from the fourth century ad,1
a town rich in its historical and cultural heritage,1
this documentary examines the city of tlemcen,1
madagascar and zanzibar (as an initial choice),1
which its current activities reach more than thirty african countries. moreover,1
how this association was able to serve as a soft force for islam and muslims,1
through focusing on the human rights of education,1
the film portrays the severe environmental pollution that the gulf of gabes has been suffering from since the establishment of the chemical complex. it highlights numerous environmental problems that have affected the marine productivity in the region,1
clean water and the opportunity to work. this focus enabled it to stand against the missionary campaigns in africa,1
"which are active through taking advantage of the basic needs of human beings.


the film will present the biography of the association's founder",1
and then the activities of the association in two african countries,1
and at the end some success stories for those who were assisted by the association will be presented.,1
heni and the battles of tripoli,1
and social events of the nineties in the arab world. these episodes address the economic and social aspects of the nineties.,1
the political,1
"she decides to join mustapha's male dominated poetry club.

will the poets then be ready to hear what farah has to say?",1
"farah confronts the existing gap between herself and mustapha's generation.

realizing that it's only through poetry that he wishes to connect",1
returning to her father's house in the radicalized city of tripoli after being away for a decade,1
zawi is a religious,1
"an expert of the arabic language and an historian who wrote the history of the lybian resistance against italian occupation.
he was too a resistant who participated in the most famous battles against italians such as the battle of el",1
"have needed and still need the product of european culture which has since developed immensely .
there have always been individuals on both sides with wide enough horizons and open hearts and minds to reach out between east and west and form a bridge .
an individual from the east and another from the west decide to be that bridge",1
which not only arts,1
literature and philosophy can cross over but also qualities of love,1
the film shows the annual camel race in south sinai. the film highlights the dreams of success that drive the children participating in the races,1
the film is about  the story of habib achour,1
he  was a tunisian trade unionist. as vice president of the international confederation of free trade unions,1
achour was among the founders of the tunisian general labour union (ugtt) in 1946,1
which he directed three times: from 1963 to 1965,1
from 1970 to 1978,1
and from 1984 to 1989,1
the film tells the story of the deposed bey of tunis and the overthrow of the husseini family that ruled tunisia for nearly two and a half centuries,1
and tells the story of the group that was later known as the republican commandos. it also tells a brief biography of the last beys of tunisia and his political positions before and after independence.,1
in kashmir,1
in the heart of the political turmoil,1
a group of girls dedicates their lives to rugby. despite their different religious and social backgrounds,1
"they all face the same restrictions from a society that does not easily accept seeing girls exercising freely and openly.

it's another story about the bravery of young girls in the face of a traditional society.",1
"a documentary that tells the story of the basketball team ""tamtam",1
""" whose members are",1
the underage children of african migrants who live in the rundown underprivileged suburbs.  they all live in difficult conditions.  they are undocumented and are deprived of any papers that can help grant them a normal life.  the team proved to be a model for success and inspiration as it has won advanced ranks in the italian basketball  league.  the team members aim to achieve the top position,1
and to later be italy's top basketball team.  the film will tell the stories of the team members,1
as part of a series that highlights the arab 1990s,1
this episode addresses the political aspect of the 1990s.,1
and the journey of the development of this ancient bedouin tradition over the ages. the film shows the challenges that the camel race event faces,1
during the french colonialism. he wrote about art and culture. thanks to his hobby,1
and the income it generates for the people of the region.,1
he was able to form a wide network of relationships,1
due to his ability to write in french. in addition to the novelty of his speech,1
"which has been an attribute inherent to him throughout his long history.

at home",1
he still maintains a rare private archive consisting of pictures and records,1
in addition to many articles he wrote,1
or wrote about him.,1
"biography about commander of popular front
for the liberation of palestine george habash and his personality which was the key
in his successfully commanding the popular front.",1
cities from above,1
the history of lebanese radio and the challenges it has faced from its establishment until today,1
the documentary follows the digital arabic content production scene on social media in egypt following the stories of three established influencers,1
and dao begins to doubt the life he had taken for granted. must his younger brother also become a jockey eventually? the boy faces a conflict between reality and his dream.,1
a fall accident occurs,1
dao works in the stable. the daily routine of labor and poverty gradually erodes him. during practice,1
dao ends up at pak haji's house after the birth of his younger brother. in exchange for tuition and meals,1
to support his family with his earnings. despite dreaming of becoming a veterinarian,1
indonesia,1
dao has been working as a jockey since the age of 5 in sumbawa,1
and the story of the team that was founded by one italian basketball player as an initiative.  we will follow their stories as we accompany them when they practice,1
prepare,1
and play in tournaments,1
this is a story about 77 year,1
a group of young people sought refuge in an abandoned basement to escape the indiscriminate missile bombardment,1
to be joined later by several families fleeing from death due to common concerns. and human relations on the sidelines of events,1
ending with the forced displacement and unknown ends.,1
in the summer of 1967 in the venezuelan city of barquisimeto,1
people had to donate to cover the funeral expenses for a poor man in the neighborhood,1
an initiative that provided a real sustainable solution by establishing a cooperative to provide funeral services owned by the people and provide the service at a low cost. that was the beginning of a simple idea which vastly grew to face more social challenges and to cover more necessary needs till today,1
after an earthquake razed a chinese city to the ground,1
"two couples from opposite sides of the town must find a way to replace the lost children and move on with their lives.
""born to be second"" follows two families haunted by their past as they build towards a brighter tomorrow.",1
armed  with the wisdom of ancient greek philosophers,1
teachers from belfast’s  tough ardoyne  housing estates take on poverty,1
"drugs and the  ira.

it is a tough neighborhood",1
north belfast’s ardoyne,1
home to drugs,1
crime and    relentless sectarian violence that finds expression in the knife,1
the gun and the petrol bomb. a plucky headmaster,1
as tough as the local hard men,1
thinks that plato and socrates,1
specifically in march of 2018,1
siege of eastern ghouta,1
at the end of the 5,1
his government had faced a lot of desperate conditions with the neighboring country of libya,1
old iber djamal. he is risking the remaining years of his life in order to stand up against the palm oil companies threatening to take his land and ancestral forest. iber’s family believes that he is too old for the fight and that the chances of success are very narrow. nevertheless,1
iber refuses to give up.,1
and culture from independence to the civil war.,1
the documentary spots the light on the life of elhadi nwira,1
starting with his contribution in struggling against the french colonizer and his nomination as a minister of finance in the first government right after the end of the french colonization era,1
"as he founded strong economy basis to confront the french influence.

nwira was renowned later for his opposition against the synergism experience in the country during the 1960s. when nwira took office",1
he started what had came to be called the great reforms to the tunisian economy. he helped the country to achieve an ideal economic growth. however and despite all achievements,1
the black thursday which ended the cordiality between the government and the labour union,1
"the director returns to meet these people again to record their impression today about their journey since he first met them.

where are they now? it is a question about those characters to reveal some aspects related to immigration and integration.",1
and lately the gafsa uprising in 1980 which was resulted in the eradication of the rest of the government’s powers,1
the film explores mogadishu radio's role in somalia’s politics,1
and precipitated its downfall due to the health crisis of the prime minister.,1
in 1996,1
the film director filmed young men and women of the second generation of immigrants in oslo. today,1
he talks with them about their conditions and dreams in their country,1
norway. after a quarter of a century from that moment,1
which turned into a profession,1
"especially in tunisia and egypt.

his story with media work started since 1954",1
mutual appreciation,1
recourse to waste recycling has become a necessary and environmentally friendly way to contribute to reducing its laxity on the planet and preserving life in it. our protagonist  have adopted recycling and transformed useless and environmentally threatening waste into artistic and aesthetic pieces.,1
tens of thousands flock as if it is the salvation path,1
for fifty people it is salvation as they return home dead,1
martyrs for being breadwinners. we will be at the building workshop,1
the paramount murderer where the profession is abandoned by jews and left for palestinians and foreigners. stories of humans with heroes ending up either dead,1
paralyzed or fired out for not doing a perilous task. we visit the victims and their families,1
knock the officials’ doors with an accusations’ list against them. also,1
we will shed a light on the figures reviving them by their owners’ stories. we will document a nightmare,1
like reality which made the night dreams of workers the only escape,1
samir lives between religion and romance and faces the decision to leave his family for a life and love in europe. a young generation in morocco with own ideas about love,1
it’s possibilities and limits in a country with closed borders. two different approaches of the love of your homeland and the visa for a brighter future.,1
"a film that lives the people’s lifestyle of shingaya villages in the turkish erzurum city.

where the mountains height is more than 3000 meters.

the film will lives with a group of the village people",1
known as the emperor of lebanese folklore,1
"with the lonely transportation mean “othman bus”

the film will share their exceptional lifestyle under heavy snow",1
the nature of their work,1
their food and drink,1
their suffering and customs,1
and about their very primitive living conditions,1
the camera accompanies the workers on their daily journey through the israeli checkpoints and getting permissions. every day,1
the film revolve around artists who decided to collect waste and turn it into beautiful art,1
he was distinguished by a cheerful style and a memory of steel that made him retain exceptional details about cinematic and lyrical works,1
but also a colorful discovering journey into the fascinating lebou community of senegal.,1
civilian administration elected . sowr alzahab carried out his promise,1
and handed over power to an elected government and then retired from politics to devote himself to the work of the islamic dawa through the islamic dawa organization as secretary,1
general of the board of trustees,1
nabil al mukaddem,1
who is a music professor,1
starts his journey to the north,1
west countryside looking for children,1
to teach them music and to participate to an important concert in the municipal coliseum in tunis. on his old car,1
he goes to schools in the border and remote areas in the north,1
"west countryside to meet children. he chooses among them more than fifty to be part of the choral singing trainings for children and tunisian traditional songs.
the movie is going to focus on children. we will choose two among them to see their daily life and the struggles they face to come to school for t trainings. the movie will also focus on the challenges faced by nabil during his journey towards his dream.

we will try to get as close to nabil and children to picture all the details about this dream that is progressively evolving",1
until it is achieved and they finally succeed to present a concert in the municipal coliseum in tunis.,1
"the ""dabke.""

furthermore",1
arabic school of musical composition and his contribution to the lebanese renaissance during the golden age of music and traditional lebanese dance,1
as well as the quest for a musical identity expressed through folklore and popular songs. the documentary sheds light on his lebanese,1
"narrating the uniqueness of his musical culture that bridged the east and the west. the documentary also explores his collaborations with prominent artists.

it showcases the musical background of the artist and his distinctive artistic legacy",1
who spent sixty years in the music industry. it delves into his immersion in traditional music and the spirit of the lebanese countryside,1
“widows of the sea” is a documentary film about a group of senegalese women fighting against young people illegal migration by boat in order to prevent them from dying in the ocean,1
"some of which seem to be from ancient times. 

throughout shingaya bus",1
the film will show the village people’s hard journeys,1
which are full with interesting details.,1
"the documentary project ""the story of arabesque in turkey"" will focus on the extraordinary transformation that the arabesque music has been through during a period of 100 years",1
"they are known as the “palais” (“palaces”). they style themselves after black american hotshots from the ghettos. 
the young men are also easy prey for ill",1
intentioned politicians and,1
via the internet,1
"they are susceptible to the chaotic preaching of an imported and radical form of islam. they are a ticking time bomb.


sinia boy",1
south of the gaza strip. khaled struggles to provide medicine and a healthy environment for his children in an unhealthy place,1
ashram is a father of two children suffering from a rare disease that requires special care and immunodeficiency. he was displaced from sheikh radwan in gaza to displacement schools in nusseirat,1
khaled al,1
is a serie of shorts films project. it evolves diverse subjects from all over the world arabic and islamique in a different vision that makes,1
bawo and ramsess accompanied me into this world of gangs and no,1
go neighbourhoods. the individuals that i have chosen to follow want better than the future that is lined up for them. over several months,1
i will record their efforts to survive from one day to the next,1
and their attempts to find their place in society. i see their street,1
smarts,1
"their despondency and their inventiveness. 


my film will explore the origins of the violence spreading throughout africa",1
and the prospects for escaping it,1
melligy (1937) is an icon of artistic and cultural media not only in tunisia,1
but in the arab world. throughout his long history of documentation and artistic criticism,1
until the day that they rebel. locally,1
unregistered and deprived of their right to an education. they go unnoticed,1
in niger. the majority are the children of lepers,1
and what their new desires will be as parents alone after the war,1
starting from the empire ottoman era until the republic,1
from republic until today's turkey. the project will take up in a sociological,1
political and musical framework the resistance that the music put forward against the prohibitions,1
the eternal affection and acceptance that it received from turkish people. a rich historical archive,1
experts and musical experience will accompany the content.,1
the documentary sheds light on the journey of the lebanese artist zaki nassef,1
without a home or children...,1
leading to their hospitalization and death due to lack of treatment. we witness khaled and his wife's life after losing their children and how their life will be afterwards,1
my home town,1
which has worsened their health condition,1
the film is focusing on the experimentation of three arab coutries in the gulf area which is qatar,1
kuwait and oman to tell the story of the fine art in these area through the story of each country in order to build the complete image of the fine art in the arabic gulf,1
unemployed,1
without hope,1
and many looking to leave the country for want of better options... young men are swelling the ranks of gangs in the kara,1
kara district that sow violence in zinder,1
latin and philosophy might be the cure for the nihilism and despair afflicting this disaffected youth.,1
when mustafe hagi prayed to allah for an adventure three years ago,1
little did he know what would be coming his way. two months later copper and gold were discovered on his family’s land in somaliland. after receiving the news,1
it is based on the history of the life of president fouad chehab,1
revolutionary maturity and leade,1
and neither is their relationship. yalla,1
angie (34) takes her father mansour (74) on the same journey he made 42 years ago from brussels to beirut. the path once taken is no longer the same,1
in a newly bought car,1
until his voice became the indonesian patriotism in the conscience of all the country's residents to this day.,1
but he continued to present immortal songs that are still heard and present in all national forums,1
and threatened,1
exiled,1
"""  the greek arranger and composer andre rider who went through the eastern music of the """"quartet tune""""",1
so he was imprisoned,1
and singer who founded the song of resistance in the country,1
author,1
but he is in a state marzouki was associated with a musician,1
taweel and others were rushing towards him to arrange their songs. rider sometimes led some bands in star parties,1
"and he was the only one who led umm kulthum's band as a maestro.

his music became famous in europe and latin america",1
and the matter is usually related to military figures who led an armed struggle to gain freedom,1
"leading to the medal of honor in egypt and obtaining citizenship in 1971.



   however",1
the emergence and formation of social and career advancement,1
powerful companies. to the power they are not up to.,1
he immediately decided to leave his boring and safe life in the city of vantaa,1
who try to force him to surrender to the prominent,1
all scraping a living,1
digging by hand and living off the crumbs of the mainst,1
half a century ago,1
socialist yugoslavia planned to build a museum in belgrade with the controversial goal,1
"""protecting our truth."" today",1
the basement of this building,1
the only part that was ever built,1
is a shelter for the homeless. among them is the child,1
milica,1
who is taken care of by mara,1
an old,1
"almost deaf lady.
one spring",1
milica's mother (vera) returns to her after being gone for years. however,1
"the authorities decided to expel the homeless who had taken refuge in that basement to develop a new one.
the lives of the girl and the two women are in crisis",1
and they find refuge in the crowded streets. milica faces the harshness of life while the city celebrates the urban development campaign on the ruins of the aborted museum.,1
amidst the indonesian borneo forests,1
an older man (iber) faces attempts to drive him from his land by the oil exploration company. he discovers that he also has to confront his family members,1
and whose owner did an act of struggle that led to the liberation of the country from colonialism,1
out the master of soundtracks in his time. he composed music for nearly sixty films. rider's story,1
and only those who had efforts whose impact continues to be included in this list,1
"makes the film's narration enjoyable and graceful.










   the greek arranger and composer andre rider who went through the eastern music of the """"quartet tune""""",1
a documentary film that examines the history of women readers of the qur’an in egypt during the first half of the twentieth century,1
and sheds light on the state of women’s recitation in that historical era,1
through a search journey for the most prominent women readers of the holy qur’an,1
who were very famous,1
and some of them became readers in egyptian radio in the first years of its establishment.,1
maradona is an argentine,1
not an italian,1
and his relationship as a player with the football team for the city of naples lasted only 6 years and actually ended in 1991,1
but this is not the case: he is still present everywhere,1
he is pictured on the walls of the city streets and in giant sizes that everyone sees from far away,1
not only on the streets,1
in every home,1
"café and shop.

his revolutionary and fighting spirit is still present in the hearts and minds of people",1
to the extent that the use of a shirt bearing the number 10 in the team has been forbidden,1
"because the number sticks to him only.

what is the secret of this love and what are its causes?

are its dimensions only sportive",1
"or do they have social and political roots?

are there cases similar to that relationship",1
or is it unique?,1
colonial activists. his name was included in the list of national heroes,1
and the newcomer's life becomes at stake,1
an israeli war erupts against the strip,1
which is the highest title granted by indonesia,1
"taweel and others were rushing towards him to arrange their songs.


    rider sometimes led some bands in star parties",1
and he was the only one who led umm kulthum's band as a maestro. his music became famous in europe and latin america,1
leading to the medal of honor in egypt and obtaining citizenship in 1971. however,1
"out the master of soundtracks in his time. he composed music for nearly sixty films.


    rider's story",1
makes the film's narration enjoyable and graceful.,1
series of three documentary episodes that recalls the events of the seventies,1
arts,1
and society: ten years that carried dreams of a nation and its defeats,1
gaza. but as soon as he gets there,1
the spring of a generation and falling,1
clothing in the colours of the rainbow then the black of mourning,1
the big dreams of socialism and the first fruits of liberalism,1
the era of liberation,1
regression,1
independence and civil,1
ricardo is an italian student who chooses a unique destination to study medicine,1
meditative images of life in a community of oil miners,1
"starting the cycle again. 
the story is told through patient",1
he could quit the team and return home to work with his father in the oil fields,1
or photographers,1
mutaa and the artist ali bin ali al,1
ansi. when the radio announced that the following day would be eid al,1
fitr,1
they abruptly decided to write a song to celebrate the night of eid. spontaneity,1
"the famous yemeni song ""anstana ya eid"" was born broadcasted on the yemeni radio the following day",1
extending through the decades as one of the most celebrated songs in the yemeni and arab collective memory until today.,1
the episode “agdan alqaq” takes you behind the scenes of umm kulthum’s choice of the famous poem written by the sudanese poet and song writer al hadi adam. it all started after umm kulthum concert in sudan in 1968 and the great reception for her.  she returned to egypt full of warm feelings for sudan and decided to choose “agdan alqaq” poem and sang it on may 9,1
1971,1
after it was composed by the great musician muhammad abdel,1
wahhab.,1
"world cup secret stories is an animated documentary series that narrates the stories of some players and coaches that were forgotten in the official version of what happened during each world cup. each of the twelve episodes reenacts both epic and tragic events from a critical point of view. the protagonists of these stories transcended soccer because they defied the greatest tyrants of contemporary history.
the series represents an opportunity on the way to qatar 2020. a friendly",1
agile,1
viral content and format,1
with significant historical and social events from the five continents,1
of great international interest.,1
short fillers,1
return to the face of the victims of conflicts in the arab countries,1
a casual gathering in ramadan brought together the yemeni poet abbas al,1
baba! is a dialogue between father and daughter. an encounter of two different times in a moving space. an outlook on 40 years of history of europe and the world,1
hiyah,1
written song (al,1
finland and,1
after 25 years,1
move his family to his native country.,1
in the thirties,1
a posh yemeni lady was honor,1
killed for her relationship with her cousin. thus,1
an anonymously,1
civil war.,1
through a road trip from brussels to beirut.,1
hiyah) criticizes the woman and her misdeeds went viral. while her family had to endure that shame,1
more songs were written with the same melody and rhyme of al,1
hiyah through the past decades. it is a phenomenon has been considered a form of class intrigue by the poor against the rich through singing. in this episode,1
we tell the story of that unique song al,1
reflecting lebanon's reality during and post,1
the documentary explores maroun baghdadi's legacy,1
art in the eighties all over the arab world,1
