topic,count
making it the destination of the comorian and african illegal immigrants. ancient arab sailors called it the island of death where many of their ships and sailors were constantly devoured.  and today it again eats up thousands of the secret illegal immigrants every year.,1
fatouma,1
i saw the passage of the desert humanitarian symbols and names of shiny fingerprints left enlightened by all willing to see the cultural and political heritage of the country and one of the corners of these icons,1
she was able to play an active role in determining the general features of desert areas,1
the natural desert landmarks and alatherihtakd that what is today called the desert were not yesterday on what it is from the desolation and dryness,1
but turned and change their appearance due to change general earth's climate,1
to change adimha and changed the beliefs and perceptions of residents,1
in front of the famous koutoubiyya minaret and the main old neighborhoods of the city.,1
each of episode talks about the café,1
"from 
 the religious and social aspects in egypt through a school art class in which the children draw all the happy activities of these days.",1
the history of it and the most popular people who visit the café and how it reflected on their  literature and art,1
sheikh al angaa.,1
saliba café is an old popular lebanese café that has stood in the face of the civil war that ravaged lebanon and remained a symbol of the real lebanese coexistence,1
frequented by customers from different communities and regions and testifies to the real hope for lebanon harmony.,1
over the years,1
al rawda café became an important landmark in damascus and the best place to visit for poets,1
and in particular,1
writers and intellectuals. al rawda café is not your ordinary coffee shop where you just sip your tea or coffee it’s a miniature parliament and a cultural and intellectual forum.,1
""" al nofara café""",1
an ancient heritage and a memory that recounts to its    customers all kinds of epic and heroic stories through the wild imagination of the storyteller in the old architectural parts of damascus until it became  a meeting place for both syrians and foreign tourists.,1
before internet and social media asserted their existence in our daily lives,1
cafes were the only and logical places where people interacted,1
got caught up on the country's issues and engaged in dialogues on the latest current affairs. these cafes were intelectual stomping grounds frequented by poets,1
writers and scholars,1
making them a haven for the literary elite and decision makers.,1
"it tells about the ethiopian king st. lalibeila who built the eleven
churches carved in a single rock",1
"similar to jerusalem to be a
pilgrimage direction for millions of christians.",1
the movie sheds light on the celebrations and the rituals of the ( eid adha ),1
an old café in the kasba area in alger. the café is over 120 years old and represents the home of algerian singers of alshabi art and is closely linked to the mark figure of this art,1
the episode is an introduction of café malakoff,1
the station cafe in oran with its moorish architecture is the destination of all those who come to visit this great city. this is a café that carries with it an invitation to connect to history through its beauty and the multiplicity of the origins of its visitors.,1
art and music.,1
in order to remind people that the most important works starts from cafes.,1
cafes are not only venues for serving coffee,1
"they have a distinct role in our part of the world.
we explore this role through cafes that are a hundred years old or more. cafes that have shaped our political",1
and cultural past and that will continue to shape our present and our future.,1
"the film narrates the history of groppi cafe since it was established until today with all the different owners and the change that happened to its clientele
through the contrast between archive photos and todays reality the films shows how groppi cafe transformed from being one of cairo’s elegant hangouts to an abandoned of cafe",1
the film narrates the history of the cafe and shows how the intellectuals from outside cairo used it as their first destination when they arrived then later they found their way into literature,1
journalism,1
this short film tells the story of these cafes through the stories of the film extras and singers who used to frequent the cafes.,1
and this has been reflected in the episode.,1
tantonville café,1
an old café in alger city centre founded and monopolised by the french until 1962 then open to algerians and became a meeting centre for artists of all kinds and especially theatre actors,1
the episode is an introduction of café najma,1
an old café in constantine,1
algeria. it is an historical café that was frequented by prominent figures of the liberation front like boumediene,1
bitat and boudiaf. constantine is also the centre of andalusian music,1
malouf,1
especially during the month of ramadan,1
the young iranian girl melina lives with her grandparents because her parents are divorced and neither of them is willing to sacrifice their new relationship in favor of their common child. turning nine,1
by to raise money or anything of value given by people in the street. all of this in order to create an atmosphere of fun and entertainment on the occasion of eid.,1
"and show how the journeys of trains helped create entire cities such as atbarah  or the city of steel and fire.
we will also know more about the theatrical arts",1
political and t religious events and the center for the decision making in lebanon from ma’ans rule in the 16th century until the declaration of the state of greater lebanon in the 20th century. the villagers of deir el qamar will share stories and memories passed and transmitted through generations to the present day.,1
marshal beirut a documentary tacks place in 1982 after the israeli invasion of lebanon and the withdrawal of palestinian troops from beirut,1
the film focuses on the details of the assassination of saed sayel and searches in the motives and reasons that lead to the assassination.,1
in this documentary we discover the beauty of egypt thru adam heinein art works and sculptures. the egyptian artist transforms granite,1
wood,1
"bronze and clay into essentials modern forms that recall the pharaonic heritage. his ""life of creativity"" made people consider home the godfather of egyptian sculptures.",1
being in the middle of the desert,1
these railways are like a lifeline for the sudanese people. while governments had failed,1
this lifeline succeeded to reunite various tribes,1
different ethnicities,1
religions,1
"and languages. 
this is a social",1
humanitarian,1
and historical one,1
hour documentary film about the beginning of the sudanese railways. it tells us the story of how the sudanese railways since its foundation have become a huge entity that was the main reason for reuniting sudan. a viewer will discover how it was originally built by the occupation to help it invade the country,1
but ironically they eventually used it to leave sudan,1
"declaring the birth of the state of sudan.
in this documentary film",1
civilization and history told through each of its breathtaking sites. over the reign of successive civilizations the village became the scene of historic,1
a village that immerses the visitor in a captivating world of heritage,1
a town long known for being the capital of emirs and of lebanon,1
published in the top,1
and how he could overcome the difficult living conditions,1
and excelled always in his studies. he was the first egyptian scientist to receive from the universities of london a doctorate in the philosophy of science (phd in science) and a doctorate in science (d.sc),1
which is the highest academic degree in scientific research,1
and he did so at an early age.the film shows how he was influenced by the egyptian national movement,1
and how this was reflected in his national role in establishing the foundations for scientific research in the faculty of science at cairo university,1
and his interest in simplifying science for the arab readers. he had as well  literary and musical interests,1
which went side by side with writing his scientific research papers in the field of physics,1
notch scientific journals in the world,1
the films takes us to the beautiful town of deir el qamar in mount lebanon,1
and he also wrote arabic explanations of the theory of relativity and the atomic bomb. in the end,1
his death at the age of 51 raised doubts about whether his death was a natural death or a death caused the hidden hands.,1
the film dives deeply into a nostalgic visual journey. a nostalgic feeling will touch you tremendously from the first moment,1
because you will inevitably find what reminds you of friends and family. you will get this feeling through the three main characters of the film from egypt and lebanon,1
and also through photographers,1
and artists,1
while they all have a look on some of their own photographs.,1
we will talk about some people whose lives were closely related to the railways,1
and music that were created for the railways by its dedicated workers.,1
artists are driven by the universal value of humanity and not by those things that are driven to separate us racially.,1
the film will tell the story of the idea of coexistence between the three families of different religions in this city,1
ancient and recent. this documentary introduces us to these painters going through world war one and two,1
few civil wars,1
and ultimately reaching wars that took place in the middle east such as lebanon,1
iraq,1
palestine and syria. we show in this documentary international paintings that provoked and frustrated rulers,1
dictators and even nazi's,1
"such as ""guernica"" painting by spanish artist picasso.",1
sheikh el mekki naciri is considered one of the most important moroccan personalities that impressed the history of morocco on various levels,1
religious and cultural... his production in these varied fields is very distinctive compared to that of his contemporary scholars to the extent that he became known as the encyclopedic scholar. after independence he held many high government offices,1
he was a governor,1
minister,1
ambassador,1
head of the league of moroccan scholars,1
and head of the scientific council.. he produced the first radio program in the arab world,1
explaining and interpreting the entire qur’an. worthy of mention also is his prolific compilation of books,1
and creation of magazines and newspapers. . however,1
despite these accomplishments and honors the sheikh did not amass any material wealth or estates,1
showing war stories painted in an artistic language by arab and foreign artists,1
is an artistic documentary created in a fine art perspective,1
as well as the difficulties faced by the owners of the libraries in order to get their books.,1
we will learn the new theories which the experts from all over spain hold. they sustain that all the moriscos were not expelled and therefore,1
located on the shore of the ocean. through them to get into the spirit and discover the charm and beauty of the city landmarks.to another city on the water,1
underneath and above. muslim model is an artist and painter and holds religious values in morals and spirituality. the second is a moroccan jews indigenous to the city and the third european christian settled in the city a long time ago. these families live in three great affection,1
as there camaraderie among them,1
they always share the cultural and sports activities and art. and we find the same correlation between family members,1
in the spanish schools,1
children are thought that when the catholic kings conquered the peninsula,1
all the muslims that had been living there for centuries were expelled. through the road trip of young spanish woman who is looking for her family's morisco roots,1
many spaniards have muslim origins without even knowing it.,1
"azbakeya wall "" as an egyptians and arabic cultural landmark of its association with egyptians and arabic intellectuals. the film also depicts the stages over the “wall” after the revolution of 1952 and the problems at every stage of the modern egyptian history",1
corruption in the united nations is a 90,1
minute investigative film that tackles three angles. first is the involvement of un officer in grand financial corruption and excesses in the third world. secondly,1
the angle of moral corruption that sheds a light on moral crimes carried out by un staff be it cases of women and children rape,1
human trafficking and prostitution. the third angle deals with un decision,1
taking process and the contradictory positions taken by the international organization in the third world. this is in addition to the conflicts that revolve behind the scenes,1
dictated by the conflict of interest of the great powers at the expense of the fate of the countries concerned.,1
"the film tells the story of "" al",1
the film tells life story and struggle of the egyptian scientist ali moustafa mosharafa,1
the film paints a portrait of a visionary who transformed technology for the arabic,1
establishing thus the example of the zealous muslim who deals with the world according to god’s commands.,1
we'll see how the impact of the syrian conflict still ravages these refugees,1
unfortunately,1
the disappearance of this art,1
led to the disappearance of an entire tradition during the last twenty years in asia,1
we will travel to learn about the last film poster painter.,1
the palm tree was loyal friend to the human,1
who own palm tree in the past like who owned petroleum. but how is the relationship now between people & it?  what is the new thing in the modern era? the ripe dates film  explain the changes  what happened in the cultivation of dates & how qassim  city in saudi arabia turned to the center of the dates oasis with more than six million palm trees,1
and every year held by the biggest auction of dates in the middle east.,1
king farouk was only thirty two when the movement of free officers rose on the 23rd of july and threw off the thrown and kicked him out of egypt. at that moment,1
"the moment he left for italy on his royal yacht ""almahrousa"" the king looked as if he was fifty or older. as short as farouk's life was as first born male to his father king fouad in february 1920 until his death 1965 at 45",1
his life seems to be much longer for it was full of complications and drastic events not only has it formed his own destiny but also has affected a great and an essential part of ِegypt's modern history.,1
for 25 years mona,1
a lebanese midwife,1
assisted home births for wealthy women who desired to go back to natural methods. recently,1
"in what she calls a ""mystical revelation""",1
this middle,1
eastern christian midwife decided to help syrian refugees in lebanon. she aims at helping destitute syrian women,1
living mainly in unsanitary conditions without water or electricity,1
there are a few of them left,1
working permanently at bollywood studios. today,1
there were about 300 manual painters of movie posters,1
who became refugees in lebanon over different periods of time,1
the film is a biography of the pioneer of moroccan cinema mohammad ousfour who was inspired by mute cinema. he inspired moroccan filmmakers of his time and created a specific gender called a cinema for the poor. despite lack of means and its illiteracy he achieved many films which given birth to moroccan cinema after the independence. his film,1
"""the cursed son",1
""" lasting 50 minutes",1
carried out with the basic means at that time marked the beginning of the moroccan film movement.  this film is a tribute to this figure kept forgotten for a while,1
a name that will remain embedded in our memories and in the annals of the history of moroccan cinema,1
stories of mothers refugees from palestine,1
syria and iraq… how does these mothers,1
survive and how does their stories interact is the focus of this documentary film drama structure that will also tackle the stories of their daughters and granddaughters.  what is common between the three women is the impossibility of their return to their homeland.  the film documents the details of     their daily lives and the way they inherit their stories to their daughters and granddaughters.   how does a refugee mother live and what are her untold stories and secrets? these questions are part of the elements the film will tackle along with illustrating how the stories of the three women are interdependent.,1
and in bombay,1
the film portrays the itinerary life of a very famous woman resistant from algeria ‘’ zahra bozerev bitat’’ who played a crucial role during the algerian’s war for independence. she was the the first woman involved in planting bombs against military targets. she was arrested by french occupation in qasbah street in alger when the french troops blasting the house where she was hided with a group of militants. in october 2013,1
after more than half a century of the independence of algeria,1
"she has issued her book : ""memoirs of a militant woman” that the film  base on to trace the story of her comrades during the war and the role played by algerian women beside men to wrest independence.",1
india was known for many years for its hand movie posters production. this distinctive art,1
that emerged at the end of the 19th century,1
coincided with the emergence of movies. this art lived its golden age up to the nineties,1
but gradually began to lose its place with the emergence of the photography posters and computer software’s for processing images. in the past,1
give birth. through mona’s work,1
crossing the border for a new life in a country in which they now struggle to live and give life.,1
the iraqi artist salam amr (twice a refugee) and finally the palestinian director fajr yaqoub (a refugee of 3 times). the film reflects the ambition and size of change and the transformation behind the abandonment of the past to the current. it presents the view that no matter where they are,1
the film is an attempt to deconstruct the media scene and media  apparatus in pre,1
authentic costumes and homes that reflect the character of the libyan life and will see dances and local songs to get to know one of the most important tribes in libya.,1
the idea of this film depends on exploring and documenting the biography life of the journalist,1
and political activist ahmed helmi by tracking the details of his origination,1
the formative stages of his journalistic and literary talent,1
then the raising of his national consciousness,1
his work,1
political activities and his attempts to change the ruling regime against the british occupation in egypt. his attempts to work on the development of the national economic potential,1
his work in the detection of the denshawai‘s crime,1
then his arrest and trial,1
and all other details of the life of ahmad hilmy.,1
documentary film tells the story of nollywood,1
the popular name for the nigerian film industry. hosts the leading figures in the film industry learned by themselves through experience and adventure without professional training,1
tell their story with their films and their vision of the past and present of this film and what distinguishes it from a distancactive african flavor,1
and what awaits in the future. nollywood is the second largest industry in the world of cinema in terms of size it is the voice of africa.,1
this film deals with the suffering felt in the life of the arab artists who recently fled to find refuge in beirut after the so,1
called arab spring uprisings that spread across the region in 2010. the stories which make up this short film,1
are told to us through 3 different personalities. these include the syrian scenarist najib nasr,1
also we discover the tabu language,1
customs and traditions of that tribe that considered one of the main streams of the libyan cultural heritage,1
as we focus heritage,1
after all the circumstances joint to his royal family. the way the young king hussein managed to role the kingdom with all the obstacles around,1
revolution tunisia in terms of its components and methods of subjecting media outlets and professionals in order to achieve the governing regime’s dominance in a way that materially contributed in extending the life span of injustice and dictatorship.,1
the film tells the story of fares al khoury,1
who was one of the first syrian prime ministers among the new born country of syria. the film takes his life from both personal and public perspective. his diplomatic and political role that helps reaching the independent of syria. fares is the diplomatic,1
the author,1
the lawyer,1
and the son of his village al kufair.,1
the film documents the life of the king hussein of jordan. how he was called a king,1
specially of the closest neighbor,1
with shed light on their role in flourishing trade in libya,1
palestine or israel. the secretive relations king hussein had with israel. finally the war of 1967,1
and the inside and outside circumstances in the country he had to face in order to keep his thrown.,1
the film displays the story of the emergence of “rabaa” sign,1
and the circumstances surrounding it. we get to know its creators closely,1
and how did they think about it and ran the media campaign.,1
discovery film for the tabu tribes by watching the history and customs and traditions of tabu,1
a tribe that inhabited the south libyan thousands of years ago and will see through the film the historical areas in which this tribe lived and review their history for thousands of years,1
but died a poor man in an humble home,1
"the film tells the story of mohamed 5 king of morocco between 1927 to 1961.
his personal life",1
especially onthe  sit,1
is a place full of legends and visions,1
000 rock carvings with 20,1
000 inscriptions trace the evolution of human thought and the early development of the alphabet. the site illustrates the evolution of pastoral,1
agricultural and urban activity in the region,1
may be difficult for us to imagine that there is a place in this amazing combination of beauty and mystery on the planet,1
when you walk in,1
there is what invites you to reverence and meditation,1
where silence and unafraid of the valley and the silence of the mountains and towering rocks,1
kadisha valley or the valley of qannoubine or sacred valley hath several names,1
it is the most beautiful and wonderful as it may deem human being,1
it is a model of beauty and mystery where the man lives in intimacy with picturesque nature and in the case of asceticism,1
prayer and get closer to the creator. it is one of the deepest valleys of lebanon,1
and is located 121 kilometers north of the lebanese capital,1
in the heart of the temples carved into the rock pulsating with tales of the ancients,1
melina is legally coming of age and considers opening her custody case in court.,1
looked like hanging between the earth and the sky.,1
the film is talking about ancient city of babylon,1
about the maze of this place,1
000 years of human occupation and interaction with the natural environment. the combination of 25,1
inscriptions and archaeological remains in the site testify to 12,1
massive landslides and caverns. petroglyphs,1
religions and languages of both regions.,1
"village "" misfat al abryeen"" is one of the very important models of old omani villages that still retain the traditional of its buildings
 located at an altitude of about 3114 feet above sea level within the mandate of hamra in oman .
it is an ancient mud houses characterized by narrow spaces and many farms in addition to aflaj that irrigate farms population one by one
 we will discover in this documentary through the locale people of "" misfat al abryeen""",1
how they built it,1
when and why at the top of the mountain and what is story behind farming methods as well as its tourism future.,1
their vast empire extended from the mediterranean to the heart of meroë was the last capital of the kingdom of kush or nu,1
"bia.
kingdom stationed on the tributary of the white nile and the blue nile and atbara lake .
 meroë still visible on the east bank of the nile river .
africa",1
and the property testifies to the exchange between the art,1
architectures,1
wadi rum… the 74,1
ramps,1
000,1
hectare property,1
inscribed as a mixed natural and cultural site,1
is situated in southern jordan,1
near the border with saudi arabia. it features a varied desert landscape consisting of a range of narrow gorges,1
natural arches,1
towering cliffs,1
and all phases of the history and civilization,1
through the city was presented to mankind is the first law in this world which is the code of hammurabi .,1
stones,1
the film tells about the tale of the egyptian sculptor who has the unique talent to make exact copies of the original pharaonic statues which cannot be differentiated even with using the scientific methods. how did his talent developed? how was it a cause to imprison him? then how did it freed him eventually? the film showa his former battle against the project of the unesco which aimed to maintain the renowned sphinx.,1
also prisoners,1
often convicted because of minor criminal and economic offenses. great hopes for amnesty aroused at first soon billowed into disappointment,1
discontent and revolt. the documentary presents the largest prison riots in europe after world war ii that took place in the penitentiaries in nowogard,1
czarne and goleniów in poland.,1
