SheetName,Arabic Name,English Name,Series /        One Off / Fillers,Series Name,Ep.,Unit By Hour,Duration,Country,Language,Arabic Synopsis,English Synopsis,Notes
AJD Catalogue,الموسيقى الأمازيغية المغربية – منطقة سوس ,Morocain Amazigh Music (2),Short Series,الموسيقى الأمازيغية المغربية Morocain Amazigh Music,2,0.5,00:26:07,المغرب,العربية,سلسلة فنية عن الموسيقى الأمازيغية المغربية بين منطقة الريف والأطلس والجنوب نتعرف من خلالها على الإنتاج الروحي و الفكري للشعوب  الأمازيغية، و الذي يعبر في غالب الأحيان عن عادات و تقاليد و ثقافة هذه المناطق. فلم يعبر بالخصوص على إبداعاتها  الموسيقية و الشعر و في جوانب أخرى من الثقافة الشعبية من خلال أهم الفنانين والموسيقيين من هذه المناطق,Series concerned with monitoring and documenting the Moroccan Amazigh music rich diversity of the Rif Mountains in the north to the southern regions through the Middle  and  small Atlas Mountains,
AJD Catalogue,الرحالة ك     (قديما: عبدالرحمن الكواكبي),The Traveler K,One Off,/,1,1,00:49:10,,العربية,"عبدالرحمن الكواكبي, كاتب و مؤلف 1855-1902م, أمضى الكواكبي سنين حياته مصلحا وداعيا إلى النهوض والتقدم بالأمة العربية ومقاومة الاستبداد العثماني, نشأء في حلب واهتم بالكتابة الصحافية لينشأ صحفه الخاصة، إلا انها لم تستمر طويلا لجرأته بالنقد, رحل إلى مصر ليتوفى بعدها في ظروف غامضه

 أشهر مؤلفاته كتاب ""طبائع الاستبداد"" و ""أم القرى"", ألف العظمة لله وصحائف قريش، وقد فقد مخطوطان مع جملة أوراقه ومذكراته ليلة وفاته.",,
AJD Catalogue,الحافلة الأندلسية  (قديما: السوربون عبر مسالك الأندلس ),The Andalusian Bus  ,One Off,/,1,1,00:52:00,,العربية,"في آخر موسم له في جامعة السوربون قبل الذهاب إلى التقاعد ، ينظم أستاذ العربية رحلة عمر لطلبته بالحافلة من باريس إلى غرناطة لاستكشاف جوهر ومعنى العيش معا، و إيجاد فرصة التأمل في همس تاريخ الأندلس بأمجاده و ساعة سقوطه. سعدان يرى أن السكينة و سخاء الإبداع و روح التسامح بين المعتقدات والثقافات مكنّت أهل تلك الحقبة أن يتعلموا كيف يتجاوزون حدود اختلافاتهم و يلتقون عند نقاط التشابه . المسافرون في هذه الرحلة بدورهم  يبحثون عن مؤشر يشرح لهم لماذا أصبح من الصعب في عالم اليوم إعادة مدّ تلك الجسور.
","On his last season at the Sorbonne University before going on retirement an Arabic teacher takes his own students to a memorable long journey by Bus from Paris to Granada to explore the essence and meaning of living together by contemplating the reminiscences of  the history of Al Andalus its golden era and also its decline. Saadane believes that serenity, generous creativity and tolerance between faiths and cultures enabled people to learn how to go beyond their own differences and seek similarities. His students are searching for something that explain why it is difficult in today’s world to re-build bridges.",
AJD Catalogue,حب من سيبيريا,Siberian Love     (Dubbed Copy) ,One Off,/,1,1,01:19:15,سيبيريا,Multilingual,,"Siberian Love provides unrivalled insights into the (love) life of a Siberian village and seeks the truth around the universal value of traditional relationships. “Olga, what’s wrong in your Berlin? You don’t even want to bear children?”
Siberian Love documents love and relationships in a Siberian village of 270 inhabitants. Although Olga Delane is not the protagonist, her presence is felt throughout the film. She is part of the action, stimulates the conversations with relatives and brings out their personal opinions in discussions. Olga is looking for answers to the question of the value of traditional relationships, love and fulfilment.",مدبلج
AJD Catalogue,وقت مستقطع       ( قديما: وقت ضائع  ) ,Time Out   ,One Off,/,1,1,00:50:45,متعدد,العربية,"يُعالج هذا الفيلم الوثائقي التاريخ الحديث والمزدهر لكرة السلة، كما يُعالج حاضر هذه اللعبة. ويتطرق الفيلم لكل القضايا التي عصفت بمسيرتها، وهي قضايا الواقع لبنان في مرحلة ما بعد اتفاق الطائف ولحاضر البلاد.
سنتعرف في هذا الوثائقي على واقع الأندية وعلى المشاكل أو الأحداث السياسية والمالية والطائفية التي تواجهها مسيرة اللعبة، حيث أن هذه المشاكل هي مرة أخرى جزء لا يتجزأ من المشاكل التي تعصف بلبنان
","This documentary deals with the modern and prosperous history of the basketball, as well as the present of the game. The film tackles all the issues that have swept the game career, in which these issues are those of the Lebanese reality in the phase of the Taef Agreement, and its present one.
 
We will learn in this documentary about the reality of the basketball clubs, and the political and sectarian problems, with the events facing the sequence of this game, as these problems are, once again, an integral part of the problems which has swept Lebanon.",
AJD Catalogue,قطار الحياة - موريتانيا,Train of life Mauritania  ,One Off,/,1,1,00:52:56,موريتانيا,العربية,"مرة كل أسبوع، يعبر قطار قلب الصحراء الموريتانية، في رحلة تمتد على مسافة 700 كيلومتر. ويربط القطار بين ميناء مدينة نواذيبو، ومنجم ""زوارْت""، ومهمته الأساسية نقل المعادن ما بين المنجم والميناء. لكن مهمته الثانوية صارت مع مرور الزمن أهم بكثير من مهمته الرئيسية، حيث ينقل خزانات كبيرة بها مياه الشرب، والتي صارت بمثابة أمل رئيسي للحياة، في ظل الظروف القاسية التي تعرفها المنطقة.
في هذا العبور توجد حكايات إنسانية كثيرة، وهذه الحكايات الإنسانية هي في صلب هذا العمل الوثائقي، حيث يتم التركيز على تلك القصص المعبرة التي يحياها الناس، وارتباط هذه القصص مع هذا القطار، الذي صار جزءا أساسيا وحميميا من حياتهم.
","Deep in the Mauritanian Desert, there was a train that once in every week has to link between the Nouadhibou port and the mine of a city called ""Zouart"" in a journey of 700 km. At that time, the main mission of the train was the carriage of the Minerals from the mine to the port while its aide mission was to bring the drinkable water to people who live out there. By the time and due to the drought, the train mission priority has switched. The carriage of water became more important than the minerals, the train start to carry a huge quantity of drinkable water that becomes the only source of hope to those people to survive in that hard and extreme climate in the deep Desert.
In this journey there are many valuable stories. Those stories are our main focus on this documentary that by itself focuses on the ones that are more touching and expressive of those people's  everyday life. It also focuses on link between those stories and  the train which became  the principal and intimate part of their lives",
AJD Catalogue,مولانا والقديس   ( 53min  +  82min  ) ,When Rumi Meets Francis        (Dubbed Copy) ,One Off,/,1,1,00:53:00,إيطاليا,Multilingual,"رحلة فنية مثيرة ينبعث من خلالها أشهر شعراء الصوفية المسلمين، جلال الدين الرومي ولقاءه الإفتراضي بشاعر المسيحية وقديسها الأشهر فرانسيس الآسيزي‪.

باعث هذه الشخصيات ومرتب لقاءها هو الموسيقي الإيراني المقيم في إيطاليا ""بيچمان تدين"" من خلال مشروعه الفني الذي يعمل عليه وتأليفه لعمل موسيقي قائم على كلمات الشاعرين.","A delightful artistic journey where two of the greatest mystic poets of all times are brought back to life through a virtual encounter: Islam’s Sufi poet Jalaluddin Rumi and the poet of Christianity St. Francis of Assisi. 

The resuscitator of these two personalities and the ideating brain behind this encounter is none other than the Iranian musician Pejman Tadayon who chose Italy as his second abode.",مدبلج
AJD Catalogue, بعد الخامسة والنصف,AFTER 5:30,One Off,/,1M252K2520:M2534,1,00:50:00,مصر,العربية,"في الذكرى الرابعة لفض اعتصام رابعة العدوية، يعرض فيلم بعد الخامسة والنصف زاوية جديدة تركز على مساء ذلك اليوم، وبالتحديد ما بعد انتهاء أعمال الفض وقبيل غروب شمس الأربعاء 14 أغسطس 2013، حيث خرج الناجون من المذبحة يلملمون جراحهم ويلعقون أحزانهم في رحلة إلى المجهول كان الكل يبحث فيها عما فقده قبل ساعات فلم تكن أرواح الضحايا فقط هي التي انتزعت في ذلك اليوم!
هذا العمل يقترب من منطقة زمنية جديدة، إذ تبدأ الحكايات التي يوثق لها بعد انتهاْ عملية لفض في الخامسة والنصف عصر هذا اليوم.
فلم تكن الساعة الخامسة والنصف والتي توقفت فيها الطلقات نهاية لذلك اليوم المأساوي كما اعتقد الناجون، بل كانت بداية رحلة محفوفة بالمخاطر وأول الخيط في ليلة طويلة قاسية. بعد الخامسة والنصف .. حكايات ليلة الفض الدامي.   ","In the fourth memorial of Rabaa’s Massacre,  after 05:30  present a new angle of the incident, focusing on the evening of the Massacre day. It specifically shows the events that followed the raids just before the sunset of Wed, Aug 14th, 2013. Rabaa’s survivors left the place with injuries and grief, heading towards an unknown journey. Every one of them was looking for what he has just lost couple of hours ago. The lives of the victims weren’t the only things that were taken that very day.
 This project enters a new time zone, since the stories that took place after the Massacre had finished at 05:30 that day, are documented. 05:30 pm was when the shooting stopped; however, the cessation of the shooting didn’t indicate the end of that tragic day like the survivors thought. It was rather the beginning of a precarious journey and the first lead of a long rough night. After 05:30 pm, the stories of the Massacre’s night begin",
AJD Catalogue,مفاتيح الذاكرة  ( 1 )    ( ضمن سلسلة :ثلاثية الأندلس  ),The Keys to memory   ( 1 ),Short Series,ثلاثية الأندلس Elementary Triptych of Andalusia ,3,1,00:48:30,Spain ,الإسبانية ,هناك دوما روايتان، رواية الصياد ورواية الفريسة. في هذا الفيلم، يقوم المخرج برحلة بحث في الرواية الأخرى من تاريخ بلاده إسبانيا. إذ يتخذ ذاكرة ساكني إقليم الأندلس مفتاحا ليقوده إلى قصة الأندلس في العصر العربي التي لم تعد تذكر في كتب التاريخ الإسباني.,"There is always 2 narrations for each story, the narration of the hunter, and the narration of the prey. In this film, the director tries to follow the other narration of his nation through the memories of the people. Those memory that he consider as the keys of the hidden history of Andalusia.",مدبلج
AJD Catalogue,مفاتيح الذاكرة  ( 2 )    ( ضمن سلسلة :ثلاثية الأندلس  ),The Keys to memory   ( 2 ) ,Short Series,ثلاثية الأندلس Elementary Triptych of Andalusia ,3,1,00:50:43,Spain ,الإسبانية ,هناك دوما روايتان، رواية الصياد ورواية الفريسة. في هذا الفيلم، يقوم المخرج برحلة بحث في الرواية الأخرى من تاريخ بلاده إسبانيا. إذ يتخذ ذاكرة ساكني إقليم الأندلس مفتاحا ليقوده إلى قصة الأندلس في العصر العربي التي لم تعد تذكر في كتب التاريخ الإسباني.,"There is always 2 narrations for each story, the narration of the hunter, and the narration of the prey. In this film, the director tries to follow the other narration of his nation through the memories of the people. Those memory that he consider as the keys of the hidden history of Andalusia.",مدبلج
AJD Catalogue,أحفاد كريت      (قديما: اليونانيون العرب )    ,The Arab Greek - The forgotten story,One Off,/,1,1,00:48:40,اليونان  - لبنان,Multilingual,"حكاية أشخاص يبحثون عن جذورهم بدافع الحنين ، القصة مرتبط بتاريخ وحكاية تهجير مسلمي جزيرة كريت اليونانيين الى مناطق ساحلية عربية ، للعيش فيها بأمان بعيدا عن المذابح الطائفية التي تعرضوا لها في بلدهم ، هو قصة الأحفاد العرب الذين فقد العديد منهم حتى لغتهم الأم اليونانية بعد اندماجهم بالمجتمع العربي ، هو نظرة الجيل الثالث والرابع منهم لهجرة أجدادهم الذين تعرضوا لتصفيات عرقية ، الفيلم يسلط الضوء على أسباب هذا التهجير السياسية ونتائجه الاجتماعية والانسانية وينتقل من حقبة الهجرة الأولى وصولا الى الحقبة الجديدة للجيل الحالي من المهاجرين ممن استفادوا من دور الاعلام وبدأوا عرض القصة بطريقة التوثيق بالعدسة وتقنيات التلفزة مرورا بعدسة الهواتف التي توثق المناطق المرتبطة بالفيلم وعرضها على مواقع التواصل الاجتماعي التي أوجد المهاجرون من أصول كريتية موقعا لهم فيها يجمعهم ويوحدهم . 
فيلم اليونانيون العرب هو جرعة تاريخية تقدم بقالب من الاكتشاف والحنين .   
","The film is an evocative portrayal of an estimated thousands Greek Muslims who was forced to fled genocide and repression from Crete in Greece to the Arab lands especially Syria and Lebanon. Throughout 2 characters, from Tripoli and Hamdiya, who decided to return to Crete, the origin of their ancestors, the film will rebuilt their story, trace their history and roots to more than one hundred years",
AJD Catalogue,عزيزة عثمانة ..أميرة الفقراء,AZIZA Othmana,One Off,/,1,0.5,00:26:15,تونس,العربية,"يتحدث الفيلم عن الأميرة المرادية ""عزيزة عثمانة""، التي ظلّ اسمها خالدا في الذاكرة التونسية بسبب كرمها وأعمالها الخيرية
شخصية ""عزيزة عثمانة"" شخصية تاريخية ذات أبعاد مختلفة وثرية، فهي الأميرة وسليلة الملوك، وهي الورعة التقية، وهي امرأة الدولة وسيدة المجتمع الأولى وهي أيضا المناضلة من أجل العدالة الاجتماعية وتحرير الانسان من العبودية والظلم
جوانب عديدة تزخر بها هذه الشخصية التي تركت بصمة لا تمحى في ذاكرة تونس. ","This documentary relates the life of Mouratides princess Aziza Othmana, whose generosity and philanthropy made her name and legacy immortal in the Tunisian consciousness  
Aziza Othmana is a historical figure in many different aspects.  
She was a princess with royal descent, a pious woman, a state woman, a first lady and an advocate for social justice and human liberation from slavery and social inequalities.

Aziza Othmana’s persona encompassed many aspects that left immortal marks in the Tunisian society.",
AJD Catalogue,البدايات            (سلسلة : رحلة العود ) ,The Journey of the Oud     ( EP 1 )  -   The Beginings,Long Series,رحلة العود  The Journey of the Oud,4,0.5,00:26:09, العراق/مصر/سوريا,العربية,رحلة مع تاريخ العود في المشرق العربي: العراق ومصر  وسوريا. رحلة تأخذنا إلى أصول العود من بداياته وحتى دوره الحالي كآلة موسيقية في هذه البلدان.,"(1)  A journey through the history of the oud in Arab countries: Iraq, Egypt and Syria. A trip back to the oud's origins until today's situation of the oud instrument in these countries.",
AJD Catalogue,في بلاد فارس      (سلسلة : رحلة العود ) ,The Journey of the Oud    ( EP 2)   - In Persian Land,Long Series,رحلة العود  The Journey of the Oud,4,0.5,00:25:22,إيران,العربية,رحلة مع تاريخ العود في إيران. رحلة تأخذنا إلى أصول العود من بداياته وحتى دوره الحالي كآلة موسيقية في هذا البلد.,( 2 ) A journey through the history of the oud in Iran. A trip back to the oud's origins until today's situation of the oud instrument in this country.,
AJD Catalogue,عبر الأناضول        (سلسلة : رحلة العود ) ,The Journey of the Oud     ( EP 3 )  - Across Anatolia,Long Series,رحلة العود  The Journey of the Oud,4,0.5,00:26:04,تركيا,العربية,رحلة مع تاريخ العود في تركيا. رحلة تأخذنا إلى أصول العود من بداياته وحتى دوره الحالي كآلة موسيقية في هذا البلد.,( 3 ) A journey through the history of the oud in Turkey. A trip back to the oud's origins until today's situation of the oud instrument in this country.,
AJD Catalogue,بين الضفتين          (سلسلة : رحلة العود ) ,The Journey of the Oud     ( EP 4 ) - Between Two Banks,Long Series,رحلة العود  The Journey of the Oud,4,0.5,00:25:47,المغرب / إسبانيا ,العربية,رحلة مع تاريخ العود في المغرب والأندلس (إسبانيا). رحلة تأخذنا إلى أصول العود من بداياته وحتى دوره الحالي كآلة موسيقية في هذين البلدين المتجاورين. ,( 4 )  A journey through the history of the oud in Andalusia (Morocco and Spain). A trip back to the oud's origins until today's situation of the oud instrument in these neighbouring countries.,
AJD Catalogue,على أنقاض حلم,On the Ruins of a Dream,One Off,/,1,1,00:47:39,سوريا,العربية,"“على أنقاض حلم"" فيلم يعرض ما تعنيه خسارة البيت كمكان وفكرة بالنسبة للسوري في ضوء ما يحيق به على مدى أربعة أعوام. فقدان البيت الذي يعتبره وطنه الصغير، ضياع جنى العمر، دمار البيت بكل ما يحويه من أشياء مادية، وأخرى أكثر أهمية: كالاحتواء والخصوصية والستر والذكريات والرائحة والأحلام. ثلاثة ملايين قصة تحكيها بيوت السوريين المتحوّلة إلى أنقاض بلاد، كلّ قصة منها هي خيطٌ في نسيج الحكاية السورية الدامية، وفكرة لا تختصرها الأوراق التي تثبت ملكية البيت، ولا مفاتيحه الضائعة
","On the ruins of a Dream"" film shows what it means loss of home as a place and idea for a Syrian in the light of what afflicts him over four years. The loss of house, which he considers it a small homeland, destruction of what is in the house with all of the material things, and the other more important: as containing, privacy, smell, memories and dreams.

Syrian houses which turned into rubble are telling three million stories, each of these stories is a thread in the fabric of the Syrian bloody tale, and the idea does not curtail the papers that prove ownership of the home, nor lost his keys.",
AJD Catalogue,صناعة الطاغية ,Industry of Dictator ,One Off,/,1,0.5,00:28:13,ألمانيا,العربية,"كيف تتم صناعة الطغاة؟.. يحاول الفيلم الإجابة على ذلك التساؤل، مستدلاً بنموذجين هما ""هتلر"" و""ستالين""، لتبدأ الحكاية في سرد لمحات من نشأة كل منهما، وكيف أثرت تلك النشأة الصعبة على الديكتاتور الذي سيكونه، ثم نسرد قصة صعود الرجلين الى السلطة، ومن ثم الخطى المتشابهة التي يكاد يخطوها كل الطغاة للحفاظ على السلطة، بداية من التخلص من رفاق الماضي قبل الأعداء، ثم صناعة اعلام يتملك أدمغة الشعب ويوجهها، فصناعة العدو الذي سيكون له دوراً مهماً في استمرار الديكتاتور في الحكم، لننتهي بقصة سقوطه، مادياً بموته، ورمزياً حين يعرف الناس الطاغية الذي كان حكمهم.",,
AJD Catalogue,سلسلة :  كتب غيرت وجه التاريخ  ( 30x8min ),The Most Influential Books,Fillers,كتب غيرت وجه التاريخ,30,0.2,00:08:44,,العربية,"للكتاب دور كبير وأهمية عظيمة في ثقافة البشر، باعتباره أداة من أدوات التغيير والتطوير، سواء أكان هذا التغيير في نمط التفكير أو في نظرة البشرية إلى العالم من حولها، وذلك من خلال محاولات جادة لفهمه أو لإخضاعه لنظريات علمية أو اجتماعية.. أو من خلال تضمين الكتب لآخر الأفكار والنظريات والاختراعات.
هناك عدد لا بأس به من الكتب كانت عابرة للزمن، وسافرت عبر القارات، وانتقلت من جيل إلى جيل، وتحولت من لغة إلى لغة، وأحدثت حولها الكثير من الجدل بين معارض ومؤيد، و ربما شقت طريقا جديدا للفهم الإنساني و لكيفية التعامل مع البيئة المحيطة ....  فهناك مجموعة من الكتب يمكننا أن نقول عليها دون أي تردد بأنها كتب غيرت وجه العالم  .
","The book has major role and great importance in the human culture, due to being a tool of change and development, whether this change of mind-set or the human views around world outlook through serious attempts at grasp or subdue the book to scientific or social theories.  Or through inclusion other books with latest ideas, theories and inventions.
There are good number of books that existed from ancient world and passing the continents, which conveyed from generation to another and translated from main language to many tongues and caused around them a lot of controversy between proponent and objector. Maybe these books comprised new way for humanity's understanding and how they behave with their setting. 
There are a set of books we can say about it unhesitatingly that formed considerable change in the world.",
