SheetName,Arabic Name,English Name,Series /        One Off / Fillers,Series Name,Ep.,Unit By Hour,Duration,Country,Language,Arabic Synopsis,English Synopsis,Notes
AJD Catalogue,ناصر حليم ,Singing for the Revolution,Long Series,الأغنية السياسية,18,0.5,00.28.33,مصر,العربية ,"الفيلم يتناول الأغنية السياسية في فترة ما بعد ثورة يوليو 1952م  وفي عز المد الثوري، وكيف أدرك الضباط الأحرار من البدايات الأولى للثورة أهمية الأغنية وتوظيفها لصالح مشروعهم الوطني، حيث واكب ذلك ظهور عبد الحليم حافظ كمطرب واعد صاعد والذي اكتسب حب الجماهير كونه شاباً صغيراً ولم يغنى للملك أيام الملكية مثل سابقيه. 
كوّن عبد الحليم حافظ مع صلاح جاهين وكمال الطويل ثلاثياً أرخ لثورة يوليو في جميع مراحلها، والفيلم يرصد تغير الأغنية السياسية و التي بدأت تتحول من الغناء لمشروع الثورة إلى الغناء لشخص الزعيم جمال عبد الناصر حتى جاءت نكسة 67 والتي أخذت الأغنية السياسية إلى مرحلة أخرى حتى توفي الزعيم جمال عبد الناصر. الفيلم يرصد هذه المرحلة السياسية الهامة في التاريخ المصري الحديث بإنجازاتها وإخفاقتها من خلال الأغنية السياسية، ومن خلال مشوار ناصر السياسي نتناول مشوار حليم الفني في الأغنية السياسية.",,
AJD Catalogue,يا شام ,Beautiful Damascus,Long Series,الأغنية السياسية,18,0.5,00.27.28,سوريا,العربية ,يلقي الفيلم الضوء على تاريخ الأغنية السياسية والوطنية في سوريا وما أنتجته الحقبات التاريخية من موسيقى وشعر وذلك من مرحلة الانتداب الفرنسي في العشرينيات مروراً بالوحدة مع مصر و بنكسة 67 وحرب 73 إلى يومنا هذا.,,
AJD Catalogue,الأغنية الجهادية ,Jihadi Songs,Long Series,الأغنية السياسية,18,0.5,00.30.11,فلسطين ,العربية ,"تعد الأناشيد الإسلامية الجهادية قيمة فنية متواضعة، لكنها الأكثر تأثيراً وانتشارا بين الشعب حيث ساهمت في تشكيل وعي الأمة وتعريفها بمفهومها واستنهاضها للالتفاف حول القضايا الرئيسية وحث الشعب على الجهاد والمقاومة والصمود في وجهة الاحتلال.
يستعرض هذا الفيلم نشأة وتاريخ الأغنية الجهادية مكانا وزمانا، وتأثرها فنيا وموضوعيا في الأغنية الثورية التي سبقتها وعن المواضيع والمحركات التي تؤثر على كاتبي الأغاني الجهادية. كما نطرح المشاكل والصعوبات والتحديات التي يواجهها المنشدون في الأراضي المحتلة، ومن ثم ننتقل لمرحلة  التطور التي وصلت إليها الأغنية الجهادية في فلسطين .",,
AJD Catalogue,بضاعة بشرية,Human Goods ,Long Series,شهادات ضد الإنسانية,16,0.5,00.30.48,غانا,العربية ,يتناول الفيلم تجارة العبيد عبر المحيط الأطلنطي حيث كان يُجلب العبيد إلى الأميركيتين، إضافة إلى الآثار الاقتصادية المترتبة على هذه التجارة فيما يخص المجتمع الأفريقي في الزمنين الغابر والمعاصر.,"This film explores the Atlantic slave trade, whereby slaves were brought to the Americas, and the economic effects of this trade on African society in the past and present.",
AJD Catalogue,امرأة اسمها رشيد  ,A Woman called Rachid ,Long Series,شهادات ضد الإنسانية,16,0.5,00.29.17,المغرب,العربية ,"يحكي الفيلم قصة ""فاطنة البيه"" التي تروي شهادتها المُرّة عن اختطافها وتعذيبها خمس سنوات في المغرب. كيف واجهت فاطنة جلادها.. تعذيب جسدها وتحطيم روحها.. ورغم كل ذلك، ورغم الذاكرة المثقلة، تصر فاطنة على زيارة رفيقاتها في سجن عكاشة، لتبعث فيهن الأمل من جديد.","This film tells the story of Fatina al-Biyeh, who recounts her horrible experience of abduction for five years in Morocco. It traces her experiences of physical torture and demoralization and explains how she confronted her perpetrator. Despite her terrible memories, Fatina insists on visiting her friends in the Akasha prison to re-instill hope in their broken spirits. ",
AJD Catalogue,"دكتور ""الموت"" ما زال حيا",The Doctor of Death is Still Alive ,Long Series,شهادات ضد الإنسانية,16,0.5,00.31.16,جنوب أفريقيا ,الإنجليزية / العربية ,تدور أحداث الفيلم في جنوب أفريقيا، ونتعرف على قصة الرئيس السابق لبرنامج الحرب الكيماوية والبيولوجية والذي تم القبض عليه عام 1977 بتهمة حيازة المخدرات، إضافة إلى العثور على وثائق تثبت تورطه في أعمال عنصرية ضد  السود والمعارضة. المحاكمة استمرت ثلاث سنوات انتهت بتبرئته وإبقائه طليقا بالرغم من بشاعة أفعاله.,"The events in this film take place in South Africa, and tell the story of a former president of a chemical and biological weapons organization. He was arrested in 1977 for drug possession and there was documented evidence proving his involvement in racial activities against blacks and the opposition. His trial lasted for three years and he was declared innocent, despite his horrendous actions. ",
AJD Catalogue,بطاقة الموت,Ticket to Death ,Long Series,شهادات ضد الإنسانية,16,0.5,00.27.35,جنوب أفريقيا ,الإنجليزية / العربية ,يحكي الفيلم قصة بلدة شاربفيل، وقصة توطين السود في جنوب أفريقيا، التي اشتهرت بعد مذبحة 21 مارس 1960 حيث سقط أكثر من 69 قتيلاً معظمهم من النساء والأطفال، نتيجة لإجبار السود على  حمل تصاريح المرور، التي تحولت إلى بطاقة للموت.  هذه المذبحة كانت دافعا لحزب المؤتمر الوطني بقيادة نيلسون مانديلا لتشكيل فرع الرمح العسكري، واعتبر ذلك مرحلة فاصلة في ترسيخ الكفاح ضد التمييز العنصري الذي كان سائدا في جنوب أفريقيا.  ,"This film tells the story of the resettlement of blacks in South Africa and the town of Sharpeville, which became infamous for the massacre of March 21, 1960. The crime claimed the lives of more than 60 people, mostly women and children. The scene is set when blacks in the town were forced to carry passes that later turned out to be death passes. This massacre was the reason why the African National Congress, led by Nelson Mandela, formed its military branch. It was considered a milestone in the fight against racial discrimination, which was once widespread in South Africa. ",
AJD Catalogue,إنهم يسرقون الكلى.. أحيانا! ,They Steal Kidneys... Sometimes! ,Long Series,شهادات ضد الإنسانية,16,0.5,00.31.39,مصر,العربية ,يروي الفيلم قصة شاب مصري بسيط، يبلغ من العمر 32 عاماً، أقنعه الطبيب بضرورة إجراء عملية جراحية لإخراج حصاة من كليته، ليكتشف بعد ذلك أن الطبيب المعالج سرق منه كليته!,"This film is about the story of a simple, 32-year-old Egyptian man whose doctor convinces him that he needs to undergo a surgical operation for kidney stones. He later discovers that the doctor has stolen his kidney!",
AJD Catalogue,نريد أن نعود يا بغداد,"We Want to Return, Baghdad",Long Series,شهادات ضد الإنسانية,16,0.5,00.29.21,لبنان ,العربية ,حسين العبد لله لاجئ عراقي مقيم في لبنان، يبحث عن عمل. ومن خلال جولته نتعرّف على لاجئين عراقيين ونستمع إلى شجونهم وأشواقهم إلى العراق وحلم العودة إلى أحضانه بعد أن شردتهم الحرب.,"Hussein Abdallah is an Iraqi refugee living in Lebanon and searching for work. Through his experience, the story of the lives of other Iraqi refugees is told – their yearnings and attachment to Iraq and the dream of returning to it after the war destroyed them.",
AJD Catalogue,17000,17000,Long Series,شهادات ضد الإنسانية,16,1,00.49.47,لبنان ,العربية ,"فقد في لبنان من جراء الحرب الأهلية (1975-1990) واجتياح إسرائيل في عام 1982 ما يقرب من 17000 إنسان.
يعالج هذا الفيلم سبب فقدان هؤلاء والحالة المؤلمة التي يعيشها ذويهم. كما يروي عذاب المفقودين الذين عادوا بعد مرور سنين طويلة. وأخيراً تطرح حلولا لهذه المشكلة التي لم تزل قائمة حتى اليوم على الساحة السياسية ولكن من دون أي جدوى.",,
AJD Catalogue,تشاور.. ضاحية الموت ,Death Avenue,Long Series,شهادات ضد الإنسانية,16,1,00.48.11,السنيغال,الإنجليزية / العربية ,يتطرق  هذا الفيلم لمعاناة أمهات  فقدن أبنائهن في المحيط في رحلة اللاعودة إلى جزر الكناري الإسبانية. وكذلك المصاعب التي عاشها مهاجرون سريون وهم يعبرون البحر بقوارب الموت للوصول للفردوس الموعود.,,
AJD Catalogue,في عداد المنسيين,Collateral Spirits,Long Series,شهادات ضد الإنسانية,16,1,00.45.51,بنجلاديش,الإنجليزية / العربية ,يتحدث الفيلم عن معاناة اللاجئين البهاريين في بنغلاديش وعن الأوضاع المعيشية الصعبة داخل المخيم.,,
AJD Catalogue,جزيرة القرصاية ,Qursaya Island,Long Series,شهادات ضد الإنسانية,16,1,00.47.39,مصر,العربية ,يسرد الفيلم عن طريق الشهادات الحية محاولات النظام المصري في عهد الرئيس مبارك للاستيلاء على جزيرة القرصاية الواقعة في نهر النيل من سكانها ومقاومة الأهالي لهذه المحاولات.,,
AJD Catalogue,كنت رهينة ,I Was a Hostage,Long Series,شهادات ضد الإنسانية,16,1,00.49.25,الفلبين ,العربية / الفلبينية,"حازت جماعة أبى سياف شهرة دولية حين اختطفت بعض الرعايا الأجانب في سيبادان بماليزيا عام 2000 ومنتجع دوس بالماس في بالاوان بالفلبين عام 2001
وفي مطلع شهر يونيو/حزيران 2008، عادت جماعة أبى سياف إلى العناوين الرئيسية للصحف عندما اختطفت الصحفية الفلبينية أرلين دي لاكروز ومصوريها الاثنين، ثم أطلقت سراحهم بعد دفع الفدية. 
الجماعة التي بدأت كجماعة دينية، تحولت إلى عصابة من قطاع الطرق وانخرطت في أنشطة فقدت معها دافعيتها الدينية.
تقدم أرلين دي لاكروز في الفيلم شهادتها عن ملابسات وأيام الاختطاف، وتجيب وطاقمها ومجموعة من الرهائن السابقين لدى الجماعة الذين كانوا من أطفال المدارس وبعض القرويين، إفادات تروي وقائع الاحتجاز والمصير المجهول للضحايا  قبل إطلاق سراحهم. كما تحاول أن تقدم إجابة  على  سؤال مهم: ماذا يعني أن تكون رهينة لا تعرف ما الذي يمكن أن يحدث لك بين لحظة وأخرى دون ما ذنب أو جريمة. كما  نرصد في الفيلم أسباب قوة الجماعة رغم أفعالها المستهجنة وأسباب عدم مثولها أمام محكمة إلى الآن رغم الحملة التي يشنها الجيش الفلبيني بمعونة من الجيش الأمريكي.",,
AJD Catalogue,السجين ,The Imprisoned,Long Series,شهادات ضد الإنسانية,16,1,00.46.36,موزمبيق,الإنجليزية / العربية ,"أينما نزلتَ في موزمبيق تجدُ الفساد يحيطُ بك. إنه يتغلغل في الهواء الذى تستنشقه.  لقد بدأت  الحكومة بالفساد وكانت القدوة، ثم حذا الجميع حذوَها.
لقد أرست الشرطة أيضا الأساسَ في التعامل مع الجرائم المدنية وأعمال العنف القاسية. شرطة موزمبيق لديها اعتقاد راسخ بامتلاكها رخصة بالقتل.. ويعزز ذلك ضعفَ المساءلة القانونية لعناصرِ الشرطة.
تظهر من آن لآخر بعضُ الاعتراضات الشعبية، والمظاهراتُ والاضرابات، ولكنها غيرُ مؤثرة.
تبقى موزمبيق واحدة من أفقر بلاد العالم كما يسيطر عليها الفساد والجريمة.  وإذا لم  يتحرك الشعب من أجلِ التغيير، فستبقى الحال على ما هي عليه.",,
AJD Catalogue,الساحة المقدسة ,Holy Yard,Long Series,شهادات ضد الإنسانية,16,1,00.48.05,البوسنة ,الإنجليزية / العربية ,"قررت محكمة سريبرينتسا التي يسيطر عليها صرب البوسنة نقل قضية لامرأة مسلمة مع الكنيسة الأرثوذكسية إلى محكمة براتوناتس بعد عدد كبير من الجلسات التي لم تتمخض عن حل يذكر للقضية. وكانت فاطمة أورلوفيتش (60 عاماً) قد رفعت الدعوى ضد الكنيسة الأرثوذكسية التي بنت فوق أرضها كنيسة دون إذن مسبق منها أو عقد شراء.
وكانت الكنيسة قد استغلت عمليات التهجير القسري الذي تعرض لها المسلمون في أعقاب المذبحة الكبرى التي وقعت في سريبرينتسا وذهب ضحيتها ما يزيد عن عشرة آلاف مسلم، في إقامة كنيسة على أرض المتضررة. وفي أعقاب توقيع اتفاقية دايتون في نوفمبر 1995، والتي نصت على ضرورة عودة المهجرين لديارهم واستعادة ممتلكاتهم بما فيها التي صودرت أثناء الحقبة الشيوعية، رفعت فاطمة شكوى ضد الكنيسة أمام المحكمة الصربية في سريبرينتسا، لكن المحكمة، كما تقول المتضررة، لا تزال تواصل المماطلة وخيانة أمانة القضاء، ومبادئ العدل.",,
AJD Catalogue,أطفال معسكرات الاعتقال ,Childern of Concentration Camps,Long Series,شهادات ضد الإنسانية,16,1,00.50.31,البوسنة ,الإنجليزية / العربية ,"تتناول الحلقة المعاناة الواقعة على أطفال الاعتقال أثناء الحرب وبعدها بما في ذلك الآثار الجسدية والنفسية والاجتماعية. من خلال رواية حكاية كل من (عامر) و (ألما) نتعرف على شعور ""أطفال الاعتقال"" بعد انتهاء الحرب وكيف يمكن التخفيف عنهم والعمل على معالجة هذه المعاناة.",,
AJD Catalogue,نساء الأشجار,Rooted Like a Tree,Long Series,شهادات ضد الإنسانية,16,1,00.47.16,موريتانيا ,العربية / الفرنسية,"تم بعد انقلاب 2009 في موريتانيا والذي قام به مجموعة من صغار ضباط في الجيش الموريتاني اعتقال الكثير من الضباط والشخصيات السياسية وكذلك المواطنين. الأمر الذي أدى لتكوين ما يعرف بـ ""رابطة نساء المعتقلين"" والذي قامت فيها مجموعة من نساء المعتقلين السياسيين للدفاع عن حقوق أزواجهن وذويهن بحثاً عن حرياتهم وتحسين أوضاعهم داخل السجون. وهو الأمر غير المسبوق في المجتمع الموريتاني بعاداته وتقاليده وأعرافه أن تتحرك المرأة للدفاع عن حقوق الرجال.
“مريم بنت النين"" نموذج لهؤلاء النسوة بقوتهم وتحديهم وإصرارهم. تعبر مريم عن شهادة أخرى ضد الإنسانية ليست فقط عن معاناه المعتقلين السياسيين، ولكن أيضا عن جانب آخر للمعاناة وهي معاناة نسائهم وأسرهم من أجلهم خارج السجن!
",,
AJD Catalogue,بازار ,Bazaar,Long Series,شهادات ضد الإنسانية,16,1,00.48.18,لبنان ,العربية ,"هذا الفيلم الوثائقي ينقل واقع الخادمات في لبنان من خلال إلقاء الضوء على حياتهن في البيوت وفي الجمعيات والسجون. سيتم التركيز على عدة حالات من خلال رحلة بين منطقة تواجد عدد كبير من الهاربات منهن ولاجئات إلى الجمعيات أو المشرّدات. واقع مأساوي يختبأ في طيّات المجتمع اللبناني بشخصيات ستحكي الكثير عن معاناتها وظروف مأساتها.
الفيلم محاولة للتقرب من تلك الشخصيات في لحظات حميمة يعبّرن فيها عن معاناة وأحلام وخواطر خاصة وأمور عامة تتعلق بالمجتمع والحياة من وجهة نظرهن في سياق درامي يعتمد على الحكاية بلغة بصرية وسمعية تتوافق ومضمون الحكايات.",,
AJD Catalogue,النص والصورة ,Text and Picture,Long Series,ثنائيات,13,0.5,00.27.35,الأردن / سوريا,العربية ,"يسلط الفيلم الضوء على مجموعة من الأعمال الدرامية التاريخية الناجحة مثل ""رباعية الأندلس""، و""التغريبة الفلسطينية""، ويحدثنا عن سيرة التعاون المشترك بين صاحبي تلك الأعمال المؤلف وليد سيف والمخرج حاتم علي. ومن خلال حديث المؤلف والمخرج، وزيارة مواقع التصوير، نستمع ونشاهد قصة اسمين ارتبطا معا وتركا أثرا مهما في الدراما التاريخية.","This film highlights a number of successful historical and dramatic works, such as “Andalusian Quartet” and “The Palestinian Immigration.” It describes the cooperation between the creators of those works, author Wahid Seif and director Hatem Ali. A conversation between the author and the director and a visit to several sites paints the story of two names that have become linked together and have had a huge effect on historical drama. ",
