SheetName,Arabic Name,English Name,Series /        One Off / Fillers,Series Name,Ep.,Unit By Hour,Duration,Country,Language,Arabic Synopsis,English Synopsis,Notes
AJD Catalogue,يوميات الثورة المصرية : 25 يناير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.50.22,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 26 يناير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.49.37,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 27 يناير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.51.26,مصر,العربية ,,,
AJD Catalogue,يويمات الثورة المصرية : 28 يناير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.47.32,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 29 يناير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.45.58,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 30 يناير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.45.38,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 31 يناير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.43.53,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 1 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.48.28,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 2 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.51.19,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 3 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.48.27,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 4 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.45.56,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 5 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.46.03,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 6 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.47.45,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 7 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.49.57,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 8 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.46.25,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 9 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.45.34,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 10 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.45.43,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 11 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.46.17,مصر,العربية ,,,
AJD Catalogue,يوميات الثورة المصرية : 12 فبراير,egyptian revelation dairy - ,Long Series,يوميات الثورة المصرية,20,1,00.45.13,مصر,العربية ,,,
AJD Catalogue,الخطابة ,Rhetoric,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.33,مصر,العربية ,وثائقي يرصد كيف تفاعل بعض الفنانين مع انفجار غضب المصريين في ثورة 25 يناير، وذلك من خلال رصده لتجارب فنية مختلفة ومتنوعة؛ من الفرق المسرحية، إلى المطرب الشاب الذي اشتهر بأغانيه اللاذعة في ميدان التحرير، إلى الشباب الذي انطلق يعبر عما يجول بخاطره عن طريق الرسم على حوائط البنايات (الجرافيتي)، وأيضاً إلى مهرجان فني متكامل يجوب الشوارع أطلق عليه اسم (الفن ميدان).,,
AJD Catalogue,الفيلم الوثائقي,the documentary,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.48,مصر,العربية ,,,
AJD Catalogue,الشعر ,,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.55,مصر,العربية ,,,
AJD Catalogue,الخط العربي ,calligrapher,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.28,مصر,العربية ,,,
AJD Catalogue,التصوير الضوئي,Photography ,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.49,مصر,العربية ,,,
AJD Catalogue,الصحافة ,the press,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.18,مصر,العربية ,,,
AJD Catalogue,الفن التشكيلي,,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.07,مصر,العربية ,,,
AJD Catalogue,الكاريكاتير ,,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.29,مصر,العربية ,,,
AJD Catalogue,المسرح,,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.56,مصر,العربية ,,,
AJD Catalogue,الموسيقى ,,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.45,مصر,العربية ,,,
AJD Catalogue,الفن الشعبي ,,Long Series,فن الثورة  Art Revolution,12,0.1,00.05.09,مصر,العربية ,,,
AJD Catalogue,السيناريو,,Long Series,فن الثورة  Art Revolution,12,0.1,00.06.15,مصر,العربية ,,,
AJD Catalogue,المسؤولية الكاملة ,,Short Series,الحكم The Authority,4,1,00.52.18,فلسطين / لبنان ,الإنجليزية / العربية,سلسلة أفلام وثائقية تحلل أبعاد وتداعيات حرب تموز/يوليو 2006 التي شنتها إسرائيل على لبنان، وتستعرض نهج دولة إسرائيل العسكري على لبنان ابتداء من عام 1970 حتى يومنا هذا. كما تكشف السلسلة عن الكثير من الحقائق الخفية والمثيرة وذلك من خلال مشاركات أبرز المؤرخين والكتّاب والصحفيين والخبراء والسياسيين.,,
AJD Catalogue,فلسطين ولبنان : حرب واحدة,,Short Series,الحكم The Authority,4,1,00.57.21,فلسطين / لبنان ,الإنجليزية / العربية,,,
AJD Catalogue,حرب فوق القانون,,Short Series,الحكم The Authority,4,1,00.51.41,فلسطين / لبنان ,الإنجليزية / العربية,,,
AJD Catalogue,تموز 2006 : ثمن الحرية ,,Short Series,الحكم The Authority,4,1,00.54.06,فلسطين / لبنان ,الإنجليزية / العربية,,,
AJD Catalogue,اغتيال فرحات حشاد ,HACHED,One Off,/,1,1,00.52.11,تونس,العربية ,فيلم تحقيقي يتتبع خيوط وملابسات عملية اغتيال الناشط الحقوقي والسياسي فرحات حشاد سنة 1955 في رادس بالضاحية الجنوبية للعاصمة التونسية. ينفض الفيلم الغبار عن أسئلة طال انتظار إجابتها ليتوصل إلى نتائج مثيرة ومهمة.,,
AJD Catalogue,جون قرنق : من الغابة الى القصر.. إلى الغياب المأساوي,,Short Series,جون قرنق ,2,2,01.43.24,السودان,العربية ,,,
AJD Catalogue,سعد زغلول الزعيم.. وظله ,Saad Zaghloul.. The Untold Story of a Leader,One Off,/,1,1,00.53.28,مصر ,العربية ,"صوت سعد زغلول من الفيلم:  ""ويل لي إذا أطلع الغير على هذا الضعف في إرادتي، وذاك الهزال في عزيمتي. ويل لي من الذين يطالعون من بعدي هذه المذكرات"".


  :V.Oوثائقي يكشف الستار عن قصة حياة سعد زغلول من واقع ما عثر عليه في دفاتر يومياته الخاصة.
مذكرات مدونة بخط اليد لم تكن تكتب لغرض النشر، تحمل بين سطورها وقائع وأحداث مثيرة من تاريخ أهم ثورة شعبية في تاريخ مصر ، وتكشف لنا عن الوجه الآخر للزعيم.

مشوار صعود مليء بالتحولات والتناقضات، وميلاد للزعامة من رحم اقصى لحظات اليأس.
سعد زغلول ... الزعيم وظله.
","Saad Zaghloul voice of the film : "" Woe is me if non- briefed on this weakness in my will , and that in wasting my resolve . Woe is me who are reading these notes after me .""
  : V.O documentary reveals the curtain on the life story of Saad Zaghloul from the reality of what was found in his diary books.
Code of handwritten memoranda were not written for the purpose of publication , carrying between Storha facts and exciting events from the history of the most important popular revolt in Egypt's history , and reveal to us about the other side of the leader .
The rise of the journey is full of contradictions and shifts , and the birth of the leadership from the womb of the extreme moments of despair .
Saad Zaghloul ... leader and his shadow",
AJD Catalogue,محمد نجيب.. الرئيس المنسي ,,One Off,/,1,1,00.55.54,مصر ,العربية ,الفيلم يتناول شخصية الرئيس محمد نجيب وهو اول رئيس لجمهورية مصر العربية وحرب فلسطين 1948 ودوره فى الحرب وصولا الى الثورة ورحيل الملك وإعلان الجمهورية  ويتناول الفتره مابين يوليو 1953 ومارس 1954 فتره حكمه  وماحدث فيها من صدمات  بين العسكر والقوى السياسيه وعزل محمد نجيب والصدام بينه وبين عبدالناصر وييتناول كذلك فتره سجنة حتى وفاته .,"The film deals with personal President Mohammad Najib , the first President of the Arab Republic of Egypt and the war in Palestine in 1948 and its role in the war down to the revolution and the departure of the king and the proclamation of the Republic and covers the period July 1953 between and in March 1954 his reign and what happened where the shocks between the military and the political forces and isolate Mohammed Najib and the clash between him and Nasser and Yitnol as well as his time in prison until his death .",
AJD Catalogue,أسطورة الريف.. عبد الكريم الخطابي,,One Off,/,1,1,00.48.38,المغرب,العربية ,الفيلم يتطرق إلى شخصية محمد بن عبد الكريم الخطابي وكل الأحداث التاريخية المرتبطة به، من فترة نشأته والتكوين والعمل في الإدارة الإسبانية، إلى مرحلة المقاومة وحرب التحرير والنفي. كذلك يحكي الفيلم عن تأثير معركة (أنوال)على الوضع السياسي في إسبانيا والتحول التي عرفته من الانتقال من الملكية إلى الديكتاتورية إلى الحرب الأهلية إلى الجمهورية.,,
AJD Catalogue,بموت في الموتو,I Die for a Ride,One Off,/,1,1,00.53.47,لبنان,العربية,انتشار ظاهرة الدراجات النارية في لبنان، ما هي دواعيها؟ وما هي العوالم الخاصة بالشخصيات المعنية بها؟ ما هو نمط حياتهم؟ كيف يتدربون؟ كيف يتواصلون؟ كيف يستعدون؟ ما هي الجوانب السلبية والإيجابية لهذه الظاهرة؟ ,"The spread of the motorcycle phenomenon in Lebanon, what are the reasons behind it? What are the special sides of the main characters? What is their lifestyle? How do they practice? How do they communicate? How do they get ready? What are the negative and positive sides to this phenomenon?",
AJD Catalogue,الموسيقى الصوفية في تركيا,The Sound of a Heart Sufi Music,One Off,/,1,0.5,00.27.14,تركيا,التركية,,,
AJD Catalogue,القبائل.. أرض الموسيقى والثورة,Kabylie: Land of Music and Revolution,One Off,/,1,1,00.48.02,الجزائر,الأمازيغية,عاشت منطقة القبائل البربرية الواقعة شرق العاصمة الجزائر ربيعاً مختلفا. نزل عشرات الآلاف إلى الشوارع طالبين الحرية والعدالة والاعتراف بلغتهم وثقافتهم وهمومهم  وسط القرى المتناثرة على قمم جبال جرجرة. نسافر لأمازيغ القبائل ونكتشف أن مغنيهم يناضلون وأن مناضليهم يغنون وأن الموسيقى عندهم كالثورة عنوان للحياة.,"The Barbarian area of  Kabilie in the east of Algeria has known a different spring. Thousands of people went out demonstrating in to the streets seeking more freedom and justice. They asked the government to recognize their language and culture, and give more importance to their concerns. The film travels through the different villages of the  area to explore the singers and how they struggle with their music to support their case. The music in that area is like revolution, it’s a meaning of life.",
AJD Catalogue,غريب في بلادي,A Stranger in my country,One Off,/,1,1,00.52.59,فلسطين ,العربية,"ينقل لنا فيلم ""غريب في بلادي"" صور كفاح الشباب الفلسطيني من أجل حماية هويتهم وثقافتهم العريقة والتي تعمل الحكومة الصهيونية على استلابها باستعمال كل الطرق المشروعة والغير مشروعة. باستعمال وسائل عديدة كمعارض الصور الفوتوغرافية و مدارس محو الأمية، وحملات حماية المقدسات و المباني العريقة و الكثير من الوسائل الأخرى، تحاول الثلاث شخصيات الأساسية في الفيلم (مقبولة، مصورة فوتوغرافية من حيفا, حنان، أخصائية تربية من النقب, و عبد المجيد، مهندس مدني من أم الفحم) محاربة و فضح ممارسات الحكومة الصهيونية أمام الرأي العام الدولي وحماية التاريخ والهوية الفلسطينية. على ثلاث مستويات، يستعرض الفيلم برنامجا إذاعيا حول الشباب والنكبة، ويعرج على الحكاية المثيرة للجدل حول هوية إسرائيل، ليتعرض في الأخير إلى من يقف وراء نشر الهوية الإسرائيلية.","The film is about Palestinian youth struggle to protect Palestinian identity, which is threatened to be abolished by the Zionist Israeli government. The three characters (Makbula-photographer from Haifa, Hanan- community education expert from Naqab, and Abdelmajeed- civil engineer from Umm Fahem) fight using different means( photograph exhibitions of the Arab demolished villages, educating illiterate Bedouin women, conservation of holly places and houses of ravaged Arab villages), to protect the truth of the Palestinian past. The film has three levelsو The first level is the radio program about Youth And Nakba. It frames the second level, which is the controversial story of Israeli ID, and the third level is real people behind the Israeli ID.",
AJD Catalogue,العودة إلى الذات,,One Off,/,1,1,00.56.19,فلسطين ,العربية,حكاية شاب درزي إسمه يامن، كان يحلم بالالتحاق بوحدة النخبة في الجيش الإسرائيلي، ليتحول إلى أحد مناهضي تجنيد العرب في الجيش الإسرائيلي.  ,"A story of a Durzi young man who dreamed one day to join the commandos unit of the Israeli army. After a deep reflection, he changed his mind and became one of the big opponent of the idea of the recruitment of Arabs at the Israeli army.",
AJD Catalogue,عروستي خلج,My Rag Doll,One Off,/,1,0.5,00.26.29,مصر,العربية, بحنان الأمهات الصغيرات، تدفن عروستها بعيدا عن العيون. ترى هل من عيون السياح الباردة ؟ أم لأنها تعرف أن الحلم  بعيون مفتوحة وهم محض؟,,
AJD Catalogue,أمازيغ مصر ,the Egyptian amazigh ,One Off,/,1,0.5,00.24.33,مصر,العربية,"يروي الفيلم قصة الأمازيغ المصريين الذين ظلوا محتفظين بعاداتهم وتقاليدهم عبر نحو ثلاثة ألاف عام, ويتناول عاداتهم وتقاليدهم من وجة نظر صحفية مصرية من أصل أمازيغي تذهب إلى واحة سيوة للمرة الأولى في حياتها بحثا عن جذورها وعن القبائل التي تنتمي إليها, وفي الفيلم نتعرف على الأصل والمتغيرات في حياة هؤلاء الناس .","The film tells the story of the Egyptian Berbers who have been maintaining their their customs and traditions through about three thousand a year , and deals with customs and traditions of the attention of the Egyptian journalist out of Amazigh go to Siwa Oasis for the first time in her life in search of their roots and the tribes to which they belong , and in the film identify the origin and changes in the lives of these people .",
AJD Catalogue,اتنين.. باي.. باي.. ,2 bye bye,One Off,/,1,0.5,00.30.26,مصر,العربية ,الفيلم الوثائقي يغطي قصة وفاة طفلين بعد ولادتهما فورا بسبب نقص الطاقة وعدم وجود مولدات في المستشفى، من خلال  لقاءات مع مدير المستشفى والأطباء و أسر الرضع التي تعاني خسارة كبيرة بسبب إدارات غير مهنية.,"The documentary is covering the death of two babies immediately after birth due to power shortage and the lack of a hospital's generators; the film is presenting an interviews with the hospital manager, doctors and the babies families who is suffering because of the huge loss because of unprofessional managements. 

",
AJD Catalogue,على ضفاف النهر.. السنغال,Senegal River,One Off,/,1,0.5,00.30.49,السنيغال,السنغالية ,يتطرق الشريط إلى الحياة في قرية أرام الواقعة على ضفاف نهر السنغال. يبرز الفيلم دور النهر في حياة سكان القرية والارتباط التاريخي بين الأهالي والنهر فهو المورد الرزق للقرويين عن طريق الصيد والزراعة وتربية الماشية.,"It touches the tape to the life in the village of Aram , located on the banks of the Senegal River . The film highlights the role of the river in the life of residents of the village and the historical link between the parents and the river is a living resource for the villagers through fishing , agriculture and livestock .",
AJD Catalogue,بربريات : قرى الصمت في تونس,,One Off,/,1,0.5,00.25.51,تونس,العربية ,يتحدث الفيلم عن عادات وتقاليد الامازيغ في تونس وهم السكان الأصليين لكل افريقية، مستعرضا خصوصياتهم الثقافية والاجتماعية و تمسكهم بلغتهم الأم في ضل كل المتغيرات الثقافية والاقتصادية .,"The film about the customs and traditions in Tunisia speak Amazigh They each indigenous African , presenting the cultural and social privacy and their attachment to their mother tongue at all astray cultural and economic variables .",
AJD Catalogue,حكاية طفلة اسمها الماسة ,The Story of a Girl Named Almasa,One Off,/,1,0.5,00.21.06,فلسطين ,العربية,يروي الفيلم حكاية الطفلة ألماسة السموني التي نجت من مجزرة إسرائيلية خلال الحرب على غزة، والتي فقدت فيها معظم أفراد عائلتها. ,"Almasa Al-Samouni has survived the Israeli massacre during the war on Gaza, but has lost the majority of her relatives. 
",
AJD Catalogue,السلطان عبد الحميد الثاني ,"Abdulhamid the 2nd, The Sultan",One Off,/,1,1,00.52.41,تركيا ,التركية / العربية,تميزت الفترة الأخيرة من حياة الخلافة العثمانية بالعديد من الاضطرابات الداخلية والأزمات الخارجية، وشهدت مرحلة حكم السلطان عبد الحميد الثاني الذي تولى الحكم من سنة 1876 إلى سنة 1909 (33 عاما) العديد من التقلبات في السياسة والاقتصاد والاجتماع. من خلال الوثائق التاريخية والصور الأرشيفية ومشاهد إعادة التمثيل، يسلط الفيلم الضوء على حياة السلطان عبد الحميد الثاني من خلال استعراض الأوضاع العامة التي زامنت مولده ونشأته واستلامه الحكم وكيفية تنحيه عن السلطة حتى وفاته في سنة 1918.,"Sultan Abdulhamid the 2nd who took power in such circumstances with his personality and wise decisions left his mark and strongly influenced the last term of Ottoman Empire. Many developments and innovations in education, science and military occurred at that time. The Sultan, who cleverly managed the international politics, was able to keep the empire alive. The political wisdom of Abdulhamid 2nd contributed to the establishing of modern Turkey. ",
AJD Catalogue,درس في التاريخ ,A History Lesson,One Off,/,1,1,00.50.31,لبنان ,الإنجليزية / العربية,"صدر عن اجتماع النواب في الطائف عام 1989 قرار توحيد كتابي التاريخ والتربية المدنية في لبنان وتضمنته ""وثيقة الوفاق الوطني"". حتى اليوم، ما زال الكتاب الموحّد للتاريخ موضوعا في الأدراج رغم الانتهاء من صياغته وما زال الصف التاسع (البروفيه) يلتزم بمرسوم 1970 للإمتحان الرسمي. يتناول الوثائقي ""درس في التاريخ"" هذا الموضوع من خلال متابعة حصّة التاريخ في خمس مدارس مختلفة تقع في بيروت وضواحيها ومن خلال مجموعة من طلاب ""البروفيه"" يجسدون قسما من التناقضات رغم البرنامج الرسمي الموحّد في بلد يتوقف تاريخه عند استقلاله.","In 1989, the deputies gathered together in Taef and decided to consolidate books about history and civil education in Lebanon.  A unified history book  has yet to come to fruition. Instead, there are several history books reflecting different versions of history. ""Darson fil tarikh"" (""A Lesson in History"") follows history classes in five different schools located in Greater Beirut.  Although the curriculum is standardized for all fourth year students according to the 1970 edict, contradictions emerge through interviews with the students themselves, who come from different backgrounds and affiliations.  The history of Lebanon has been in arrested development since the country's independence.",
