topic,count
this documentary tells the tale of basra from the very first time it took place on the map. it shows the great effect it left on the whole world and humanity. a lot of focus is shown on the poetry,1
families and social lives.,1
(the abducted) is a documentary which reflects the violations and the repressive practices that political militants had faced in the ousted regime and in the last years of bourguiba’s regime in tunisia through the testimony of four citizens who stood against the tyranny so they were forced to run away from his oppression and disappear each in his way. it also reflects the impact of this torture on their health,1
more than ever,1
asking lots of questions about the institutions. the educational system,1
and more specifically the university is one of the institutions being questioned and harshly criticized by the new generations. universities in the arab world are highly debatable and issue causing long debates,1
because it is deeply related to the development and to the future of the arab nation. this documentary highlights the issues related to higher education in the arab world from various perspectives and approaches.,1
this documentary focuses on the place of scientific research within the university system in the arab world. universities are supposed to promote,1
encourage and conduct scientific research,1
the latter is considered to be the backbone of progress. yet,1
in the arab world,1
universities are oriented toward teaching,1
more than research,1
which make them far behind universities in developed countries. the result is underdevelopment and crisis.,1
the movie “fifty years of moviemaking in morocco” is an analytical and critical approach of the state of moviemaking in morocco since its start to the present day. in this movie,1
we pose questions to pioneers of this sector and to people who are interested in the field of moviemaking in morocco,1
concerning the main aspects of the moviemaking industry,1
in its production,1
innovation and distribution as well as the main problems that hinder the growth of visual sector like piracy,1
lack of movie theaters and the fact that moroccans do no longer go watching movies in movie theaters.,1
the algerian scout gave hundreds of martyrs headed by the founder of it,1
and this is the role which was praised by the distal and proximal on both the regional and global level,1
aqsa mosque still on fire since 1969 and the fire takes many forms. the israeli attacks continue on al,1
they suffering from homelessness,1
they coexist in the society they live in and takes good initiatives to covey the true and righteous image of the muslim in the brazilian society. muslims in brazil narrates the story of muslims in brazil ever since the early ages up to now.,1
the documentary tells the story of young people from bangladesh go to england to study amid promises of a world class education at the uk’s best universities,1
but they are discovering that the university where submitters that they do not exist and have no legal entity,1
the students realise that their ‘university’ is,1
more often than not,1
a room above a shop or kebab take,1
away,1
forcing them to work in restaurants so that they can spend on themselves,1
"which puts them in the conditions of life and living in extremely difficult.
 it is a growing phenomenon among young bangladeshis",1
the reaction of some associations and politicians and jurists helped in overcoming this difficult situation and made it possible again to talk about the future of the arabs and muslims in spain.,1
as they hit their numbers to about 3,1
000 students go to fake universities. the film deals with this phenomenon,1
like networks of organized crime,1
through the achievement of a television reveals these universities and their role in deceiving the youth. this is a film which investigates this shocking and humiliating phenomenon by combining investigative journalistic techniques with character,1
driven storytelling.,1
incredible story of three young iraqi rowers sharing an impossible dream: to qualify for the london 2012 olympics.  terrorist attacks,1
insecure living and training conditions,1
endemic corruption,1
they lighten the way to those who have gone astray inspired by the beliefs they bear in their hearts. despite the hindrances,1
realization economically and socially. but the madrid bombings made have worsen the relationship again and made the arabs in the zone of blame. that incident has impacted the life of arabs in spain and made the relationship between them and the spanish based on the caution and fear. however,1
and the scout mastered and dedicated to find means of comfort and succor to the pilgrims,1
arabs and relatives of the deceased for these personal aspects which embodied an important historical era and which had the most important role in the establishment of the non,1
"and these shows were funded sometimes by some political parties to attack the other side.
actors",1
journalists and archice segments talking and showing the lebanese political crises through these tv shows.,1
the documentary sheds light on the palestinian poster art in it's golden age. it follows the history of the human figure portrayal in these paintings,1
posters before and after the nakba. this portrayal is addressed as a clear reflection of the changes in the way palestinians perceived themselves over the years and eras.,1
the film deals with the biography of the martyr mehdi ben barka,1
the famous king hassan ii exhibitions,1
who was kidnapped and assassinated on october 29,1
1965. the film stops at the most important personal stations since its inception to the present day. the film in 84 minutes trying to stand up when behind the manifestations of this global personal and stand when he was kidnapped details and poses several certificates of french researchers,1
aligned movement and a number of accomplishments. this left the personal effects of a clear and strong in the memory of moroccans and accident hijacked become as complex,1
arab and muslim community found with the spanish society a room for self,1
poet ahmed balafrej . the personality who founded the nationalist istiqlal party which was a driving force in the moroccan struggle for independence from french colonial rule. the film focus on the most important events related to moroccan history.,1
this documentary film narrates the historical events and circumstances surrounding the life of ahmad al,1
shukairi,1
the principal founder of the palestinian liberation organization (plo). it highlights the factors that contributed to the rise of his early nationalistic and patriotic tendencies. it also shows,1
by means of interviews and archived records,1
his struggle and principled stands beginning from his youth until he resigned from the chairmanship of the plo in 1967 due to what he perceived as a divergence from the original goal of the plo.,1
there is a shred history and traditions between the arab muslims and the spanish. however,1
the relationship between them lately became cold and it is not as it was before. despite the difficulties of integration,1
a sportive hierarchy guided by selfish political and financial interests as well as americans,1
offering their help,1
but also using them for other global interests.  despite all,1
since it represent apart from the national struggle against french colonialism,1
the film also,1
not overlooked  the political side that monitors  the relationship between  the scouts and the ruling regime,1
starting with president bourguiba,1
then ben ali .,1
the film about the lebanon scouts that considered as the first arabian scouts,1
as the lebanese knew the scouts few years after its setting up all over the world,1
"then transferred from it to the arab countries. 
the film also",1
shows the most important achievements that done by the scouts,1
then shows the important social and relief rules in the disaster that occurred in lebanon,1
they keep on fighting.  this documentary film is a unique journey into an iraqi youth desperately trying to survive and rebuild their country.  between cheap shot,1
"jordan was one of the most important arab scout stations through an early appearance of the scout's movement on its lands and scout's leaders and pioneers carried the scout's dream in throughout jordan and took it to the global prospects so jordan becomes one of the most prominent members in the arab scout organization and also at the global level
the jordanian scouts fought in many struggle stations in facing the israeli occupation since nakba events in 1948",1
passing the rest of the arab israeli conflict,1
"the scout proved its merit and maturity of love and appreciation of the jordanian community.
and the jordanian scouts started in serving their nation in various areas touch the life of the jordan citizen what made them have a fingerprint can't be erased in the modern history of jordan",1
saudi arabia experienced an early entry of the scout's movement to its lands,1
since the first years it received the care from saudi because what it had felt from the scout's value and its impact in the society,1
making it follow saudi ministry of education directly to be present and effective in all schools of saudi,1
"then the scout worked in serving the saudi society in various areas 
and the saudi scout characterized a leading role no one does it",1
this role was in serving the pilgrims every year,1
or at the social achievements as the community achievements  and relief work,1
the national level through the struggle against the colonizer peacefully and militarily,1
at both,1
through the most important roles played by the scouts,1
drama and hope,1
it is a human tale leading us to wider political,1
religious and social issues in an country caught in crossfire.,1
it has been 100 years since curtains were rung up on the scouts movement in the arab world.  throughout these long years,1
the arab scouts movement played a substantial role in the history of the arab nation,1
where loyalty,1
sweat,1
and blood got mixed together,1
the film is about the history of the moroccan scouts movement,1
since its beginning in the thirties of the last century,1
"till the most important phases in the movement’s life.
since it shows us the movement’s struggle against the french colonizer",1
then its societal role after the independence,1
such as the king celebration,1
the effective contribution in the rescue operations and reconstruction after agadir earthquake,1
and many other multiple social roles.,1
the film is about tunisian scouts,1
addressing its inception in the  twenties of the twentieth century,1
their sorrows and joys alike. decades passed,1
on their adversity,1
but their wounds have not healed yet,1
a less visible war is taking place at home,1
where surrounds them and their land which convergence of 30,1
000 thousand acres of israeli settlements and isreali government classified thier area as closed military areas  that are subject to special training for the army and the forces of reservists,1
the film lists the suffering of the those palestinians through living with them for several days,1
fyi the suffering of these people is not limited by the isreali settlers or army attacks,1
but the long distance and rugged road from city centers that offer health services,1
educational and other facilities of life is their night mare too,1
since they live far away in the mountains and it takes hours to reach the road.,1
as america remains embroiled in overseas conflict,1
costing countless lives,1
such as granules for orthodontic surgery and cartilage for orthopedic procedures. we ask: why doesn't anybody stop the dirty dealings of the tissue traders?,1
destroying families,1
and inflicting untold damage on future generations of americans. for over forty years,1
the war on drugs has accounted for 45 million arrests,1
made america the world's largest jailer,1
and damaged poor communities at home and abroad. yet for all that,1
drugs are cheaper,1
purer,1
and more available today than ever before. filmed in more than twenty states,1
the film tells the suffering of nearly 1500 palestinian citizens who lives caves and tents in the area south of hebron in the west bank and is an area which exposed to the worst forms of israeli attacks and different ways of deported them from their land,1
the international tissue mafia supplies the medical industry around the world with implants made from body parts,1
bleed from time to time reminder them by their tragedy….tragedy of the same family,1
"""islam in ethiopia"" is a 48 minute  documentary film which highlights multi",1
tools,1
types and pay special attention to its beauty and functionality.,1
this documentary puts forth the tunisian desert castles,1
their architecture,1
"different types and the interaction with its environment. the camera will go through the alleys of these castles that witnessed the essence of life right in the middle of the ruthless desert.
the documentary contains residents’ testimonials to whom the castle of their lives as well as urbanism experts testimonials about these castles being a priceless piece of the human cultural heritage.
this documentary also speaks about the amazigh minority and its way of life that hasn’t changed throughout the years: simple life that is disconnected from the world stimuli.",1
the sun bird,1
a popular palestinian bird,1
"is travelling without restrictions or permission as a symbol of the state of palestine on postage and stamps on passports to remind the world that palestine exists even though it cannot be seen on the world map because of the israeli occupation. 
the sun bird designs on stamps and postage are a palestinian and french artists' attempt to declare the state of palestine by use of action and not just through sympathy. this is a real attempt in the direction of making palestine a free independent state soon.",1
confessionalism in ethiopia. taking the city of harar as prime location,1
europe and the us thrives a flourishing trade in body parts. in kiev and other cities dead bodies are harvested for tissue under scandalous circumstances. relatives are put under pressure to allow the removal of bones and tissue from the bodies of their loved ones. the body parts are then shipped to germany. from here,1
the film explores the history of the city's muslim community and until present days. through the portrayal of a number of characters,1
the viewer is left with an inside view on what it means to be a muslim citizen in ethiopia. a trip to the village of al nagash further recounts the early history of islam in ethiopia,1
the oldest presence of muslims on the african continent. further,1
as testimonies elaborate,1
the traditions of muslims in harar and ethiopia are shown,1
but most importantly the conviviality between muslims and christians is stressed. ethiopia remains to be a nation for all its  citizens,1
regardless of religious and ethnic backgrounds.,1
between the ukraine,1
the house i live in captures heart,1
wrenching stories at all levels of america's drug war,1
from the dealer to the grieving mother,1
lorry (truck) was still way major transport in many parts of sudan,1
any place,1
is the source of livelihood and their economy local,1
nakheel determined its social,1
and parts and components are details of their lives,1
including ceilings homes,1
around hum poetry,1
and singers,1
inspiring creativity and the mystery of existence.,1
not of goods and  luggage only,1
the narcotics officer to the senator,1
but also for the people,1
cultures and traditions in the vast country.  lorry travel between cities and the countryside and rural areas represents a community itself,1
reacts when links,1
and turn journey through it to scenes of suffering mixed pleasure discovery and interaction with elements of the culture and life of around a track lorry.,1
film sheds light on the historical tradition and the spiritual meaning of the clothes for clerics and religious scholars in the monotheistic religions and highlights the diversity of its forms,1
colors and distinctiveness between sects.,1
the film is underlining the thugs phenomena in egypt before and after 25 january 20111 revolution and how the society,1
government and the media took part in creating a place or giving ideas to the thugs to become the way they are.,1
in the consciousness of people anywhere,1
revolves around vocabulary of life,1
but the title community,1
palm in northern sudan is not just a fruit tree,1
the inmate to the federal judge. together,1
these stories pose urgent questions: what caused the war? what perpetuates it? and what can be done to stop it?,1
through the stories of assaad shaftari,1
a former high ranking intelligence officer in a  christian right wing militia,1
responsible for many killings during the lebanese civil war  and maryam saiidi,1
the mother of maher kassir,1
a missing young communist fighter who disappeared in 1982,1
the film digs in the war wounds,1
and asks if redemption and forgiveness  are possible.,1
climates with high temperature,1
no electricity,1
no refrigeration,1
but fasting in rural sudanese celebrates ramadan in their own way despite all the hardships composite nature of professions and climate,1
but with all of this,1
ramadan have a chance to soul food,1
which reflected the human capacity to  adapt to the conditions of life whatever seemed harsh,1
the people have them way  fasting have a different taste.,1
this series paints with a broad brush the developing history of the arabic calligraphy. it highlights its origin,1
including the meaning and philosophy of life . the fact meaning will touch through interventions albagesinomnhdin to the beginning of the events that began with the universe to a sense of the listener through the experience of mystics and they arrived to the modern spiritual music groups .,1
through this workshop we will try to bring the viewer from the worlds of music and mysticism sailing and reflect on tabaahalta components receive the spirit of music,1
then he was among the first entrants to the egyptian delegation led by saad zaghloul at its formation as he was the representative of the egyptian national party,1
then its advancement later in the 1950s where the journalists witnessed an atmosphere of freedom liberty which helped them to issue many newspapers in that era. later,1
bahrain enters a new stage of its history after getting independence in 1971 and then drafting its first constitution in 1973 which emphasizes the right of free expression and the freedom of journalism and publication  which helped in developing the newspapers themselves as newspapers have been more advanced in terms of format and content. the film ends with showing the  current status of the bahraini journalism and its position among the arab newspapers.,1
a life full of human and political drama,1
this was mustafa el nahhas’s life since it began in the village of samanud,1
in the egyptian rural governorate of al gharbiya till he became the nation's leader,1
fighting for its independence,1
and striving to preserve its constitution and democratic life. this was until his political life ended after the july revolution which left him alone and isolated,1
after his name was banned from newspapers and even private meetings until his death. during his long journey el nahhas’s name was intertwined with egyptian national and political history since his enrollment in the egyptian national party under the leadership of mustafa kamel and mohammed farid. el nahhas’s major and most important cause was the evacuation of the english colonizer from egypt,1
until he himself became the leader of the wafd (delegation) party as saad zaghloul’s successor. al nahhas started to bear,1
and instead he challenged it to become a successful athlete,1
since that time,1
the burden of defending the egyptian national cause,1
whether in confronting the english occupation of egypt,1
or facing the king’s authority in his illegal and continuous encroachment of the 1923 constitution which resulted from the 1919 revolution.,1
although mostafa khalil was physically disabled and was born in an ordinary neighborhood,1
imbaba in cairo,1
he significantly achieved an exceptional success through his unique way of dealing with his disability. his small dream of being a professional football player became unattainable when he lost his legs in a train accident,1
when he was young. however,1
this film shows the historical  phases and stages of the bahraini journalism since its establishment until now as the film shows the start of the bahraini journalism by the novelist abdullah ali alzayed by issuing the newspaper of bahrain,1
and thus the film puts spotlight on the most important figures in the history of the algerian journalism that had a clear fingerprint over about two hundred years of the algerian journalism.,1
and finally the recent journalism status and the appearance of the independent journalism. this film highlights the role of journalism in forming and reviving the algerian community,1
aljadeed,1
"this film shows the history of the saudi journalism starting from the printing arts entered by turks in 1883 and the issuing the first newspaper ""hejaz"" after the drafting the ottoman constitution. after the turkish era",1
a new journalism of hashemite era has been established by issuing alqiblah newspaper which was the official mouthpiece of alshareif hussein. then,1
aal,1
saud became in power as they established their state and issued the newspaper of om,1
alqura. later,1
the saudi journalism had witnessed many stages of development in its history starting from the individuals' journalism (1924,1
1958),1
then the integration of the journalism in 1958 to 1964. finally the saudi journalism reached the perfection stage of journalism as press institutions have been established from 1964. the final scene of its history appear with the e,1
journalism as the paper one is about to be vanished.,1
this film discusses the story of the algerian journalism since its beginning during the imperial age in 1830 when the first french,1
language newspaper had been issued,1
then the beginning s of the arabic newspapers,1
the reformation journalism in the early time of 1900s,1
"and the islamic journalism by sheikh badees. then the film shows the resistance journalism against occupation until we reach the newspaper of ""almashhad"" the mouthpiece of the revolution of liberation",1
and then the era of independence during the ages of binbila,1
boumadian,1
and alshazly,1
he didn’t allow his disability to be an obstacle,1
who has many accomplishments. mostafa khalil became an icon to look for not only in egypt,1
the film makes in evidence its peaceful on their singers.,1
which is characterized by playing and movements,1
as well as  relationship and mysticism mentioning holy quran and prayer and the impact of this music on the internal sensations of each individual,1
then we will discover the important role played by maulana rumi in order to spread and develop this music genreturkey one of the countries that has shown interest in this ancient art,1
the thing that granted special feature and spiritual character,1
take as this loop to the world of mysticism and spirituality,1
"we discover from which values and meanings of the ancient sufi music
voices from asia loop from which you will learn about the role of spiritual music in particular highness and sophistication and sense of comfort and reassurance they bring us closer to the divine. as we will discover the role of music and its value in the heart of every indian and in his conscience and feelings also will learn about some of the machines used by the indians to play their music. the music contributes a valuable publication of cultures",1
and india is among the countries that are interested in music of the sufis regarded as one of the means that enable us to ancient definition of prestige and sanctity of the religious sphere in the life of every indian because they consider this type of music and the way in a world  and monologues creator,1
enables us to this episode of backpacker landed in the wide world holds new meanings of music,1
so that the loop voice of africa will move us from spiritual music known musical instrument ancient music to another spiritual nature and is characterized by simplicity because it depends on played back on traditional instruments. as you will learn about the role of music in tanzania and the people of tanzania,1
sounds and rhythm instinctive. all of this lends special beauty and spiritual dimension in singing what gives them the desire in life. tanzania is the states that music is something important in life to arrive at a sense of security and give them hope in life,1
but also globally in the world of sport,1
this episode make into evidence the spiritual music sang by women from different confessions.,1
this episode make into evidence the   music sofi  inside the marabous and their role played to transcend the human being.,1
this episode focus on the characteristics of the ancient qobt music in egypt.,1
this episode focus on the combination of spiritual music from different people around the word the its role to build the bridge between civilizations.,1
this episode focuses on the characteristic the gregorian music which is an old sacred music from orthodox churches.,1
this episode focuses on the beauty of the spiritual music from churches in tanzania. in addition of its characteristics related to the dance,1
the rhythm,1
the instruments and the content of its peaceful words,1
speech weighted loop through which you will learn about the concept of mysticism and spiritual impact of music on the individual in turkey and its role in her life,1
episode gives us the opportunity to sail in the world of spirituality and mysticism and weighted word,1
"including the clarity of the floor and filled with a sense of beautiful sound.
film will bring us closer to the sound and image with some concerts sufi vocalists months involving the general public to commemorate the memories of mysticism.",1
thanks to some groups that have managed to maintain the traditions of simple and that were able to reach a verdict and the melody to the spirit of the listeners. in egypt there are customs and traditions must be followed vocalist to reach the hearts of listeners,1
a documentary film shows the history of the egyptian radio stations since being private ones set up by amateurs until the government had set up the radio station of the egyptian government in may 1934... the film views the vital role of radio in the egyptian society … 1952 revolution,1
a time at which radio has engaged with politics when president abdel,1
nasser and his companions had used radio strongly for purposes of gaining legitimacy and popularity . then,1
radio service has been set up such as sout alarab (arab voice) and the holly quran radio stations... following the vital role of radio in liberation war in 1973,1
the role of radio stations started to grow dim in the face of a fierce confrontation with television until the age of open skies which eliminates the remains of radio but it rejects to disappear existing in the recollections and memories of the egyptian and arab people.,1
bondok is a cenima big fan since he was young. he was working as an assistant in a shop for mending the cenima show machine where he started to collect the old machines along with the movies.he remained working on fixing the machines and run free black and white shows for public in his street. he aimed to spread the black and white culture among them,1
"sama'a ""food for the soul."" focus on the characteristics of this spiritual music which takes its power from the combination of the sound music and the dhikr which is also considered as a form of meditation to connect to god and draw the divine energy into the world of matter",1
"the second episode focus on the power of the words and the poems as a tool for the believer to get closer to god.  praising and blessings of the prophet are what sufis concentrate on. depending on the different  ""tariquats"" or ""schools of thought",1
""" the musicians  express their  love towards the prophet",1
or for others it could also be to embody his qualities and to testify to god by polishing the heart and enhancing the spiritual aspect of the human being over the physical being,1
a documentary that highlights the history and different types of spiritual music in turkey. turkey is considered as a strategic place for spiritual melodies and poetry because of its geographical situation close to persia and the middle east. its geographical location played a big role in exporting to both the east and west some of rhythms and poems that added a beauty to moulay jalal eddine al roumy's touch. and that was obvious on his influence by sufism. we are going to sail with these images to a world of music that  feeds the soul with its melodies and rhythms thanks to classical musical instruments like the daf (persian drum),1
the flute,1
and then we will get to the role of the dervishes and their relationship with spiritual music as well as their philosophy in life.,1
"an episode that takes us to the world of balanced words and the expressions that transport us with its somptuous meanings closer to allah and more knowledgable of him through sweet voices that chant sufi verses from the most important sufi poets. through the episode of ""sihr al kalima""",1
we will discover the most important and famous chanters in egypt and the role of each one of them to supervise and improve their listeners' behavior in an educational way. we will also take a look at the history of psalmody and its strength in reaching the hearts of the listeners. egypt is amongst the muslim countries that astonished the world with its amazing voices and the beauty of placing the words that are accompanied with eastern vocal rythms and melodies that adds beauty to the interpretations and a great meaning to the listener.,1
the film tells the viewer types of popular sufi chanting in egypt. there are two types of singing. the first relies on musical instruments and the second without musical. it is through our image and spotted the rings chanting coupled with musical instruments will recognize the scenes on this type of music,1
history and spiritual elders and poetry . it is a kind known to fame outside of egypt,1
the story of a family,1
the story of a country.,1
as a result for the egyptian revolution,1
carmiel and kiryat shmona . they say that israel reneged on its promises to them,1
200 lebanese ( 620 families ) that fled into israel at the time,1
only around 2,1
200 remain. those that left either immigrated beyond israel's borders,1
or returned to lebanon,1
preferring to sit out a jail sentence than to remain in israel .  today,1
the families of the former south lebanon army are concentrated in the predominantly jewish cities of tiberias,1
safed,1
nahariya,1
and some of them would prefer to return to south lebanon and go to jail and die with dignity than to  live in israel . southern collaborators tells the story of withdrawal and flight,1
they fled from southern lebanon after israel's withdrawal in 2000,1
of living in israel and the backgrounds that compelled them to joining the sla and in commit their crimes.,1
llabltl his name was related to egyptian,1
arab and african foo he was the only person to win the “caf” as a player and a coach in the years 1957 and 1998,1
"the only coach to qualify the egyptian  national  team for 1990 world cup since 1938 and the only soccer coach to train aly & zamalek teams and win the super african cup with zamalek team in 1994. he also lead the jordanian national team to their first ever asian cup semifinals  2004 in china.  he is coach mahmoud al jowhary.
the film documents an important and critical era in egyptian and arabian soccer history as we go through this rich personality’s life history we get to know his greatest  achievements since he started as a player until his last days as a coach.",1
the film shows the sufferings of two cases,1
each of a different health condition,1
and shows various stages of difficulties and the harsh waiting for a donation to occur. in an advanced stage,1
the film takes you deeper into the operation rooms,1
hoping for a dignified life with those to whom they provided military and intelligence services for decades. of the near 7,1
and the young single girl who wonders what lies in her future in this land.,1
asylum and suffering was imposed on them .,1
in 2000 she became the director of the prison in casablanca,1
and still remember how it happened and that moments like it happened today,1
they will tells the story and there witness,1
and the physical effect in some of theme and psychological effect in other. all that will hear it from them and how this experiences changed their own lives.,1
asia wadie is the moroccan  judge and social activist human rights,1
nicknamed mother asia because she was as mother for all kids in jail,1
this judge credited with the introduction of education,1
libraries,1
entertainment  and activities to prison,1
confronted routine and remained until the last moment of her life working for the prisoner's right,1
not knowing if her husband is alive or killed,1
so the prisoners feels she came to help them  to pass their years in jail with peace and right not  violence.,1
from 1989,1
over 10,1
000 men have disappeared in indian,1
"administered kashmir. many of them were ordinary men. 
this documentary has been shot over the course of three years to tell the stories of kashmiri 3 generations of women who have been affected by such disappearances of the men in their lives.
it presents the story of three courageous women.
the old woman whose son disappeared in 1990",1
the half,1
widow,1
whose life has been in limbo since 1997,1
and follows the process of organ transplant. furthermore,1
it sheds light on recuperation’s phase towards a new chance.,1
century.. zine el abidine ben ali.. the first part.,1
tahir and his student,1
to enable the scientists to detect their movement,1
and transfer the information using satellite transmission.,1
the film is centred around the life of sheikh imam mohamed tahar ben achour,1
the imam of zaitouna mosque,1
his social  environment and  his scientific stature in addition to the fingerprints he left locally and regionally,1
as well as his attitudes,1
pronouncements  towards the  national and jurisprudential issues raised during his time. the film also deals with the life of sheikh mohammed fadhel ben achour,1
the son of imam muhammad al,1
a student that became more renowned than his father across the world.,1
century.. zine el abidine ben ali.. the second part.,1
this documentary is a record of one’s last year,1
half life story who lived her 95 years as a woman and a mother. 'giseon,1
kwon'(95) lost her husband right after she had her son. and she dedicated her entire life for the only son. her son 'junkyo lee'(70) had a successful career in a big city. after 50 years,1
he came back to his hometown hoping to make his mom happy during her last years. now,1
the mom has left his side. they will guide you to realize how destined and enduring the love is between a mother and a child.,1
maluf is a classical music in north africa,1
it is the combination between the civilization of the east,1
african countries and andalusia,1
and follow the sharks bodies,1
"the whale shark.
the research team will gather and analyze samples from the environment",1
in order to unfold the reason of that giant fish,1
in collaboration with robinson`s team,1
the film about young muslim man from the island of lamu is preparing for marriage,1
second a young man from lamu he works as a driver for the donkeys,1
which are a means of transportation only on the island for the lack of cars and follow the details of his day,1
third  line of a young man working in the industry and repair of ships and racing arabic,1
which is characterized by lamu is one of the peculiarities of swahili culture and one of signs of contact and influence of the arab in  lamu.,1
this long feature focuses on the cause and the consequences of zanzibar genocide where almost 20000 arabs were killed. in addition,1
the film will make in to evidence the situation of the arab in this island after its annexation to mozambique.,1
we explore the kurdufn life in this time of the year,1
when the autumn arrived with all the immigrations birds and the traveler arabs,1
and the farming life with the season of rain.,1
children of shame,1
is a documentary which depicts the current situation of the children,1
born of a systematic rape that was used as a form of weapon during the war and tries to understand their mothers. there are more than 50.000 women raped systematically and thousands of children were conceived of these rapes in bosnia during the war. one very special example is a rape victim and her daughter who doesn’t know the truth for until her late 15ies. after uncovering the truth she didn’t talked with her mother for a long time. now she is in her 20ies and has a strong relationship with her mother. both rape victim mother and her daughter accepted to be in the documentary and gave quite strong and touchy speeches.,1
"the experience of the palestinian hakawaty (storyteller) ""dannis assa’d"" in restoring the palestinian identity through the revival of the oral palestinian folktale.",1
in 2010,1
the british marine biologist ( david robinson) and his research team confirmed the appearance of a rare kind of sharks close to the qatari shores. the ministry of environment in qatar,1
decided to attempt to uncover the reason for this visit,1
sons of massacres is a documentary talk about a group of people whom lived in a massacres in their childhood,1
but because of the circumstances of their home country,1
the situation of arabic language nowadays mirrors the situation of the arab societies. language is,1
